solver,metric,M,value
TREX-DA+BT: TOMP,TPR,10.000000,0.907000
TREX-DA+BT: TOMP,sd_TPR,10.000000,0.135435
TREX-DA+BT: TOMP,Avg_L,10.000000,1.285000
TREX-DA+BT: TOMP,Avg_T,10.000000,6.685000
TREX-DA+BT: TOMP,FDR,15.000000,0.128622
TREX-DA+BT: TOMP,sd_FDR,15.000000,0.129650
TREX-DA+BT: TOMP,TPR,15.000000,0.515000
TREX-DA+BT: TOMP,sd_TPR,15.000000,0.257370
TREX-DA+BT: TOMP,Avg_L,15.000000,2.310000
TREX-DA+BT: TOMP,Avg_T,15.000000,6.390000
TREX-DA+BT: TOMP,FDR,20.000000,0.163718
TREX-DA+BT: TOMP,sd_FDR,20.000000,0.228383
TREX-DA+BT: TOMP,TPR,20.000000,0.184750
TREX-DA+BT: TOMP,sd_TPR,20.000000,0.144253
TREX-DA+BT: TOMP,Avg_L,20.000000,2.700000
TREX-DA+BT: TOMP,Avg_T,20.000000,6.130000
TREX-DA+BT: TOMP,FDR,30.000000,0.080790
TREX-DA+BT: TOMP,sd_FDR,30.000000,0.205758
TREX-DA+BT: TOMP,TPR,30.000000,0.039333
TREX-DA+BT: TOMP,sd_TPR,30.000000,0.058528
TREX-DA+BT: TOMP,Avg_L,30.000000,2.680000
TREX-DA+BT: TOMP,Avg_T,30.000000,6.220000
