solver,metric,rho,support_type,gap,value
TREX-DA: TLARS,sd_TPP,0.600000,Random,,0.157490
TREX-DA: TLARS,mean_FDP,0.600000,Random,,0.050445
TREX-DA: TLARS,sd_FDP,0.600000,Random,,0.072402
TREX-DA: TLARS,mean_TPP,0.700000,CappedSpread,100,0.810000
TREX-DA: TLARS,sd_TPP,0.700000,CappedSpread,100,0.135246
TREX-DA: TLARS,mean_FDP,0.700000,CappedSpread,100,0.045878
TREX-DA: TLARS,sd_FDP,0.700000,CappedSpread,100,0.064548
TREX-DA: TLARS,mean_TPP,0.700000,CappedSpread,50,0.823500
TREX-DA: TLARS,sd_TPP,0.700000,CappedSpread,50,0.149699
TREX-DA: TLARS,mean_FDP,0.700000,CappedSpread,50,0.054594
TREX-DA: TLARS,sd_FDP,0.700000,CappedSpread,50,0.069357
TREX-DA: TLARS,mean_TPP,0.700000,CappedSpread,20,0.811000
TREX-DA: TLARS,sd_TPP,0.700000,CappedSpread,20,0.143814
TREX-DA: TLARS,mean_FDP,0.700000,CappedSpread,20,0.051036
TREX-DA: TLARS,sd_FDP,0.700000,CappedSpread,20,0.064919
TREX-DA: TLARS,mean_TPP,0.700000,CappedSpread,15,0.801000
TREX-DA: TLARS,sd_TPP,0.700000,CappedSpread,15,0.151704
TREX-DA: TLARS,mean_FDP,0.700000,CappedSpread,15,0.054403
TREX-DA: TLARS,sd_FDP,0.700000,CappedSpread,15,0.070803
TREX-DA: TLARS,mean_TPP,0.700000,CappedSpread,10,0.001000
TREX-DA: TLARS,sd_TPP,0.700000,CappedSpread,10,0.009975
TREX-DA: TLARS,mean_FDP,0.700000,CappedSpread,10,0.060000
TREX-DA: TLARS,sd_FDP,0.700000,CappedSpread,10,0.238083
TREX-DA: TLARS,mean_TPP,0.700000,CappedSpread,5,0.000000
TREX-DA: TLARS,sd_TPP,0.700000,CappedSpread,5,0.000000
TREX-DA: TLARS,mean_FDP,0.700000,CappedSpread,5,0.080000
TREX-DA: TLARS,sd_FDP,0.700000,CappedSpread,5,0.271974
TREX-DA: TLARS,mean_TPP,0.700000,CappedSpread,1,0.000000
TREX-DA: TLARS,sd_TPP,0.700000,CappedSpread,1,0.000000
TREX-DA: TLARS,mean_FDP,0.700000,CappedSpread,1,0.035000
TREX-DA: TLARS,sd_FDP,0.700000,CappedSpread,1,0.184241
TREX-DA: TLARS,mean_TPP,0.700000,Random,,0.640500
TREX-DA: TLARS,sd_TPP,0.700000,Random,,0.192340
TREX-DA: TLARS,mean_FDP,0.700000,Random,,0.039602
TREX-DA: TLARS,sd_FDP,0.700000,Random,,0.072210
TREX-DA: TLARS,mean_TPP,0.800000,CappedSpread,100,0.679000
TREX-DA: TLARS,sd_TPP,0.800000,CappedSpread,100,0.146857
TREX-DA: TLARS,mean_FDP,0.800000,CappedSpread,100,0.047392
TREX-DA: TLARS,sd_FDP,0.800000,CappedSpread,100,0.072129
TREX-DA: TLARS,mean_TPP,0.800000,CappedSpread,50,0.677500
TREX-DA: TLARS,sd_TPP,0.800000,CappedSpread,50,0.169965
TREX-DA: TLARS,mean_FDP,0.800000,CappedSpread,50,0.035874
TREX-DA: TLARS,sd_FDP,0.800000,CappedSpread,50,0.065555
TREX-DA: TLARS,mean_TPP,0.800000,CappedSpread,20,0.559000
TREX-DA: TLARS,sd_TPP,0.800000,CappedSpread,20,0.192886
TREX-DA: TLARS,mean_FDP,0.800000,CappedSpread,20,0.048184
TREX-DA: TLARS,sd_FDP,0.800000,CappedSpread,20,0.082890
TREX-DA: TLARS,mean_TPP,0.800000,CappedSpread,15,0.000000
TREX-DA: TLARS,sd_TPP,0.800000,CappedSpread,15,0.000000
TREX-DA: TLARS,mean_FDP,0.800000,CappedSpread,15,0.065000
TREX-DA: TLARS,sd_FDP,0.800000,CappedSpread,15,0.247144
TREX-DA: TLARS,mean_TPP,0.800000,CappedSpread,10,0.000000
TREX-DA: TLARS,sd_TPP,0.800000,CappedSpread,10,0.000000
TREX-DA: TLARS,mean_FDP,0.800000,CappedSpread,10,0.060000
TREX-DA: TLARS,sd_FDP,0.800000,CappedSpread,10,0.238083
TREX-DA: TLARS,mean_TPP,0.800000,CappedSpread,5,0.000000
TREX-DA: TLARS,sd_TPP,0.800000,CappedSpread,5,0.000000
TREX-DA: TLARS,mean_FDP,0.800000,CappedSpread,5,0.095000
TREX-DA: TLARS,sd_FDP,0.800000,CappedSpread,5,0.293951
TREX-DA: TLARS,mean_TPP,0.800000,CappedSpread,1,0.000000
TREX-DA: TLARS,sd_TPP,0.800000,CappedSpread,1,0.000000
TREX-DA: TLARS,mean_FDP,0.800000,CappedSpread,1,0.080000
TREX-DA: TLARS,sd_FDP,0.800000,CappedSpread,1,0.271974
TREX-DA: TLARS,mean_TPP,0.800000,Random,,0.464500
TREX-DA: TLARS,sd_TPP,0.800000,Random,,0.192549
TREX-DA: TLARS,mean_FDP,0.800000,Random,,0.045962
TREX-DA: TLARS,sd_FDP,0.800000,Random,,0.099548
TREX-DA: TLARS,mean_TPP,0.900000,CappedSpread,100,0.459000
TREX-DA: TLARS,sd_TPP,0.900000,CappedSpread,100,0.156658
TREX-DA: TLARS,mean_FDP,0.900000,CappedSpread,100,0.082163
TREX-DA: TLARS,sd_FDP,0.900000,CappedSpread,100,0.135697
TREX-DA: TLARS,mean_TPP,0.900000,CappedSpread,50,0.428500
TREX-DA: TLARS,sd_TPP,0.900000,CappedSpread,50,0.170832
TREX-DA: TLARS,mean_FDP,0.900000,CappedSpread,50,0.094302
TREX-DA: TLARS,sd_FDP,0.900000,CappedSpread,50,0.130299
TREX-DA: TLARS,mean_TPP,0.900000,CappedSpread,20,0.000000
TREX-DA: TLARS,sd_TPP,0.900000,CappedSpread,20,0.000000
TREX-DA: TLARS,mean_FDP,0.900000,CappedSpread,20,0.110000
TREX-DA: TLARS,sd_FDP,0.900000,CappedSpread,20,0.313675
TREX-DA: TLARS,mean_TPP,0.900000,CappedSpread,15,0.000000
TREX-DA: TLARS,sd_TPP,0.900000,CappedSpread,15,0.000000
TREX-DA: TLARS,mean_FDP,0.900000,CappedSpread,15,0.165000
TREX-DA: TLARS,sd_FDP,0.900000,CappedSpread,15,0.372112
TREX-DA: TLARS,mean_TPP,0.900000,CappedSpread,10,0.000000
TREX-DA: TLARS,sd_TPP,0.900000,CappedSpread,10,0.000000
TREX-DA: TLARS,mean_FDP,0.900000,CappedSpread,10,0.140000
TREX-DA: TLARS,sd_FDP,0.900000,CappedSpread,10,0.347858
TREX-DA: TLARS,mean_TPP,0.900000,CappedSpread,5,0.000000
TREX-DA: TLARS,sd_TPP,0.900000,CappedSpread,5,0.000000
TREX-DA: TLARS,mean_FDP,0.900000,CappedSpread,5,0.120000
TREX-DA: TLARS,sd_FDP,0.900000,CappedSpread,5,0.325777
TREX-DA: TLARS,mean_TPP,0.900000,CappedSpread,1,0.000000
TREX-DA: TLARS,sd_TPP,0.900000,CappedSpread,1,0.000000
TREX-DA: TLARS,mean_FDP,0.900000,CappedSpread,1,0.115000
TREX-DA: TLARS,sd_FDP,0.900000,CappedSpread,1,0.319823
TREX-DA: TLARS,mean_TPP,0.900000,Random,,0.198000
TREX-DA: TLARS,sd_TPP,0.900000,Random,,0.137443
TREX-DA: TLARS,mean_FDP,0.900000,Random,,0.103179
TREX-DA: TLARS,sd_FDP,0.900000,Random,,0.210752
