1.69491525423728848e-02,-9.65559869088676299e-04,6.84204920230912280e-03,1.61636560938790828e-04,1.52097169919466671e-04,1.73300931360790265e-03,9.84332009819758637e-03,-2.41366388694516567e-03,-2.15627763909584987e-03,-3.13295822609075802e-03,1.01712714164272008e-02,-4.19042780250651788e-03,-1.46248867489822201e-03,3.11925868480734860e-03,2.12436128528293352e-03,8.20097357979673240e-04,1.04113844976235111e-02,-7.02927654592396781e-04,-4.15869233974180117e-04,4.95569682558742340e-04,1.57476223278906033e-03,-1.41227476231598360e-03,2.32518111883674421e-03,2.79148322412982796e-03,2.78040790389990581e-03,-1.78511227780803265e-04,-3.69400477963777781e-03,1.66917335777199034e-03,1.05953170968010836e-03,-1.81589522045800091e-03,-2.19331342214374326e-03,-1.53744005803112629e-03,-1.16123088395705325e-03,3.08611798353673793e-03,4.17947061221694404e-03,-1.37830062433546511e-03,-1.53407235393490334e-03,2.76249228400540087e-03,1.13269093420192740e-04,-2.23224881890762665e-03
-9.65559869088676299e-04,1.69491525423728778e-02,-1.59475652439703764e-03,-3.83408803000499332e-04,3.62211717170371440e-03,-2.25257236113662494e-03,-1.14786582132082892e-03,-5.96768704646745524e-05,9.51024977145820171e-04,3.68681385693505953e-03,-1.69189812222854592e-03,2.39906819456347153e-03,2.58997746212157889e-04,-3.17097127467660988e-03,3.06502241606502156e-03,-1.01867541814791530e-03,-1.89736486120908177e-04,-7.11025291492908807e-04,-2.89402992787220464e-03,2.18683728110109343e-03,-1.06493433312292119e-03,-5.23812956708542485e-04,-1.10611656736862417e-03,1.20910990347824110e-03,-1.06289009831729542e-03,1.39594613538725210e-03,-4.87626281227068227e-04,-3.80147398035325483e-03,-2.60083527208308839e-03,-3.10011841644300878e-03,-1.93339548972577173e-03,-4.15306729496039094e-04,1.20925545757440372e-03,-3.71058089071269609e-03,-2.42842699296074143e-03,-4.60985806994491866e-04,-1.67223624100759486e-03,1.71525774679066921e-03,-1.12114102335931121e-03,-2.14445559170816161e-03
6.84204920230912280e-03,-1.59475652439703764e-03,1.69491525423728848e-02,-3.18798326421492178e-03,-3.39914254020260180e-03,1.27750846760372062e-03,6.62621270047117610e-03,-1.26771962125429892e-03,-1.52883542543549617e-03,-4.83214554407581894e-04,6.63233914770419014e-03,-1.19809243586530760e-03,-2.71679974558822895e-03,-2.36127571419088544e-04,-2.50682888030874702e-04,3.21434365303424575e-03,8.71832827374219473e-03,-5.66985809727106106e-04,-3.84169548295310503e-03,-1.23241706895624845e-03,1.99624360649748415e-03,4.44430947219909658e-04,3.10410231432750030e-03,-1.87173684367149024e-03,1.65959584520303672e-03,-3.53755254240884463e-03,-1.23743144553001435e-03,4.50668384294829541e-03,1.43122989237856428e-03,-3.63379543396850240e-04,-3.72291627780494501e-03,1.83205361134287773e-03,-1.84422559004433014e-03,3.53919871315793019e-03,5.76613395384093473e-03,-6.73604173408401960e-04,-2.95128358060586793e-03,1.47698014213526354e-03,-6.26728910320871100e-04,-9.72592982313343746e-05
1.61636560938790828e-04,-3.83408803000499332e-04,-3.18798326421492178e-03,1.69491525423728848e-02,-8.51931560906261541e-04,-6.07694455667535157e-04,4.46423731411578657e-03,1.42327106220852158e-03,4.04672694875114324e-03,6.51142746515053937e-04,6.24355857828254746e-03,2.82635142353535604e-03,5.49274407186742643e-04,1.34421466597074626e-03,6.87337796345822830e-05,4.42980378286952914e-04,2.05478055520473589e-03,3.96917461025186966e-03,2.60086349656386481e-03,-5.68344762909080126e-04,-3.50048076012553135e-03,3.00756362130699803e-03,-2.22268165089116020e-03,9.77201918998986960e-04,-1.14948486886111791e-03,3.74230503547433573e-03,3.29267201396050806e-03,9.75293621319890734e-04,-3.16621671539993451e-03,-6.13716462092165358e-04,-8.87491566562947400e-04,3.57582498754964798e-03,2.28605700813737470e-04,-3.41221333560645201e-04,-2.56525854844759631e-03,3.53155287069927600e-03,-5.56624547592536774e-04,-4.30642333210326089e-03,2.31377109587216557e-04,2.52242455343105240e-03
1.52097169919466671e-04,3.62211717170371440e-03,-3.39914254020260180e-03,-8.51931560906261541e-04,1.69491525423728848e-02,-1.29385301853732204e-03,-2.20171329972496891e-03,2.82288850907162813e-03,-6.30510713248336077e-04,-5.36385767167836189e-03,-2.45147532951269301e-03,-5.62587184084459074e-04,-1.69086639673649290e-03,2.05018477812721244e-03,9.45492038631314869e-04,-2.40255249277040141e-05,-2.15697795284055041e-03,-4.39366247921056836e-03,-3.03151838319650401e-03,-3.24873989673642562e-04,-1.30245897624264905e-03,-3.55195842278780512e-04,2.32292634517061941e-03,1.86341268601392909e-03,2.28459365641413325e-03,-1.27662920884522892e-03,4.10428270416435237e-04,-1.56102615055130414e-03,-2.78119635675312931e-03,-6.54086018795560823e-04,2.20303781517118503e-03,-6.31879975367850063e-03,1.97268712039765917e-03,-5.19034519313697675e-03,-4.54584170320188399e-03,-4.96012500713412349e-04,-5.21683797574727486e-03,-3.81887068977725466e-03,1.15446790884589389e-03,1.06179239718812591e-03
1.73300931360790265e-03,-2.25257236113662494e-03,1.27750846760372062e-03,-6.07694455667535157e-04,-1.29385301853732204e-03,1.69491525423728744e-02,6.07221871664086980e-03,-1.48200006679226950e-06,7.47164606344672311e-04,2.10758325186786392e-03,8.28125932885079139e-05,6.09757155045513588e-04,1.59872900468697164e-03,-4.52622622487622740e-03,9.75682836962700874e-05,5.61769114865524367e-04,-3.56592480899040401e-05,1.64184971045829627e-03,-1.18174160622476531e-03,-1.43962405766478703e-03,2.47038273498428104e-04,-2.90533987228523173e-03,-2.02780679914575527e-03,5.03112876523093911e-04,2.16731827733385217e-03,-4.17549888718855638e-04,-4.86192827120610939e-03,2.45881064553016889e-03,-3.78889514447443461e-03,1.05982825283749147e-03,-1.64003131790863748e-03,9.97550102390519283e-04,-2.71270653402624483e-04,9.67414179380160781e-05,3.48696865525675067e-04,-9.31199583126026374e-04,7.84413727684815805e-04,-1.91679998665227904e-03,6.48331109205301415e-04,-3.96715690923573629e-04
9.84332009819758637e-03,-1.14786582132082892e-03,6.62621270047117610e-03,4.46423731411578657e-03,-2.20171329972496891e-03,6.07221871664086980e-03,1.69491525423728709e-02,-7.11350670436164563e-05,2.75098810915126897e-03,-6.40670033260220943e-04,1.00050473240381309e-02,-1.60156579458343106e-03,-9.79118807651729308e-04,4.85981727472778314e-05,-6.40997352729758436e-05,1.41324686995641089e-03,9.23014797383975120e-03,4.00304389497605981e-03,1.64457593905596245e-03,8.13282624037200410e-05,8.23165189452817526e-04,1.83683798887944536e-03,1.90151664807117768e-03,9.18368342747707847e-04,9.53468031547875382e-04,-3.43131844693059847e-04,-2.99007501509678149e-03,3.47123624554472338e-03,-1.52653711072469451e-03,-9.29150295019837993e-04,-3.85082655800144660e-03,1.72802735728704504e-03,-3.08036076977084633e-03,1.43681018025631027e-03,4.38050937646700805e-03,3.02805100106313778e-03,-2.07280084725114996e-03,1.11480122477511075e-03,-6.45718729166933850e-04,1.06733810413786232e-04
-2.41366388694516567e-03,-5.96768704646745524e-05,-1.26771962125429892e-03,1.42327106220852158e-03,2.82288850907162813e-03,-1.48200006679226950e-06,-7.11350670436164563e-05,1.69491525423728778e-02,-6.29279563701312683e-04,2.21970673198890612e-04,1.03357975572455755e-03,1.09209782595668498e-03,-1.01370471450815906e-03,3.28871769807868516e-03,-4.19227166823707073e-03,-2.99550648451604685e-03,-1.15228535665795216e-03,3.58799217680664162e-04,2.69786292607622101e-04,-2.68473155361086558e-03,-3.93224004444698433e-03,5.78703255555374787e-04,-1.60261258142385633e-03,-6.76035282896687373e-04,-3.25482031820712369e-03,4.69845614351367159e-03,3.45246514764344960e-03,-1.86231608841385689e-03,-1.93145162835734081e-03,1.12868395237055732e-03,-1.67127739267504448e-03,6.17812006618757869e-04,5.37695201232377801e-05,-4.43772567672220085e-03,-9.68839689540387664e-04,-1.25698752631748394e-03,-3.08081189082439356e-03,4.57486472511795753e-04,-1.12992493437874520e-03,7.58087131031233994e-04
-2.15627763909584987e-03,9.51024977145820171e-04,-1.52883542543549617e-03,4.04672694875114324e-03,-6.30510713248336077e-04,7.47164606344672311e-04,2.75098810915126897e-03,-6.29279563701312683e-04,1.69491525423728813e-02,2.52003582209986855e-03,8.54506196039037319e-04,1.31550665087456207e-03,-1.14066516668126939e-03,-3.25601874286626444e-03,-8.81020516651502333e-04,-5.85518547174680281e-04,-7.83470910130912778e-04,6.11832824102294566e-03,1.31389427832733028e-03,3.38432156289596902e-03,-2.47945451865379642e-03,-2.33720539765425780e-03,-2.78219630084386568e-03,-4.21861949999877096e-04,-2.27096278177682173e-03,1.20236304831192013e-03,-2.40502498743639482e-04,-4.89148805416567915e-03,-1.56645964355990488e-03,2.29689457891111941e-03,6.39511935792826634e-04,1.03573511210465746e-03,-3.57353892860336544e-03,-1.17897866811443356e-04,1.32009024496195014e-03,4.16112859867889123e-03,-1.65459365118331993e-03,-3.56269215764649580e-03,4.78536439224099084e-03,-1.15259091765095175e-03
-3.13295822609075802e-03,3.68681385693505953e-03,-4.83214554407581894e-04,6.51142746515053937e-04,-5.36385767167836189e-03,2.10758325186786392e-03,-6.40670033260220943e-04,2.21970673198890612e-04,2.52003582209986855e-03,1.69491525423728778e-02,-1.57193086372188153e-04,2.55502654894589846e-03,1.17807734426816717e-03,-2.16395387124190168e-03,4.92385757342251001e-04,-1.00937069772009773e-03,1.41952527701490563e-04,2.06864504646900012e-03,4.90455419278623857e-04,1.14146882524902241e-03,-8.72724707259794311e-04,-4.68927726361148588e-04,1.60143178309295349e-03,-1.41198401690072260e-03,-2.84894219607803351e-04,4.45922743973964364e-03,-7.22406656415364238e-05,-1.56809374458718992e-04,-4.16859244089462294e-04,-4.97199604983363463e-04,-2.58999164138987940e-03,6.34485373941631996e-03,1.11333423090070687e-03,8.82729413080341618e-05,-2.05152327498171489e-03,-1.54931725805475219e-03,-7.01050531286345692e-04,-9.31997607805115321e-04,2.45750545025647145e-03,-2.35401677254981417e-04
