method,metric,row_label,col_label,mean,sd
TENET,mean_TPP,snr=5,rho=0.95,1.000000,0.000000
TENET_AUG,mean_FDP,snr=5,rho=0.95,0.061597,0.042010
TENET_AUG,mean_TPP,snr=5,rho=0.95,1.000000,0.000000
TIENET_AUG,mean_FDP,snr=5,rho=0.95,0.004944,0.014733
TIENET_AUG,mean_TPP,snr=5,rho=0.95,1.000000,0.000000
TENET,mean_FDP,snr=5,rho=0.99,0.061471,0.040152
TENET,mean_TPP,snr=5,rho=0.99,1.000000,0.000000
TENET_AUG,mean_FDP,snr=5,rho=0.99,0.061471,0.040152
TENET_AUG,mean_TPP,snr=5,rho=0.99,1.000000,0.000000
TIENET_AUG,mean_FDP,snr=5,rho=0.99,0.000000,0.000000
TIENET_AUG,mean_TPP,snr=5,rho=0.99,0.020000,0.000000
