solver,metric,rho,support_type,gap,value
TREX-DA+AR1: TAFS,sd_FDP,0.000000,CappedSpread,15,0.070589
TREX-DA+AR1: TAFS,mean_TPP,0.000000,CappedSpread,10,0.998500
TREX-DA+AR1: TAFS,sd_TPP,0.000000,CappedSpread,10,0.012186
TREX-DA+AR1: TAFS,mean_FDP,0.000000,CappedSpread,10,0.108799
TREX-DA+AR1: TAFS,sd_FDP,0.000000,CappedSpread,10,0.055255
TREX-DA+AR1: TAFS,mean_TPP,0.000000,CappedSpread,5,0.998500
TREX-DA+AR1: TAFS,sd_TPP,0.000000,CappedSpread,5,0.012186
TREX-DA+AR1: TAFS,mean_FDP,0.000000,CappedSpread,5,0.114981
TREX-DA+AR1: TAFS,sd_FDP,0.000000,CappedSpread,5,0.065367
TREX-DA+AR1: TAFS,mean_TPP,0.000000,CappedSpread,1,0.000000
TREX-DA+AR1: TAFS,sd_TPP,0.000000,CappedSpread,1,0.000000
TREX-DA+AR1: TAFS,mean_FDP,0.000000,CappedSpread,1,0.080000
TREX-DA+AR1: TAFS,sd_FDP,0.000000,CappedSpread,1,0.271974
TREX-DA+AR1: TAFS,mean_TPP,0.000000,Random,,0.990500
TREX-DA+AR1: TAFS,sd_TPP,0.000000,Random,,0.042055
TREX-DA+AR1: TAFS,mean_FDP,0.000000,Random,,0.100947
TREX-DA+AR1: TAFS,sd_FDP,0.000000,Random,,0.061602
TREX-DA+AR1: TAFS,mean_TPP,0.100000,CappedSpread,100,0.996500
TREX-DA+AR1: TAFS,sd_TPP,0.100000,CappedSpread,100,0.018424
TREX-DA+AR1: TAFS,mean_FDP,0.100000,CappedSpread,100,0.114778
TREX-DA+AR1: TAFS,sd_FDP,0.100000,CappedSpread,100,0.063107
TREX-DA+AR1: TAFS,mean_TPP,0.100000,CappedSpread,50,0.996500
TREX-DA+AR1: TAFS,sd_TPP,0.100000,CappedSpread,50,0.018424
TREX-DA+AR1: TAFS,mean_FDP,0.100000,CappedSpread,50,0.108413
TREX-DA+AR1: TAFS,sd_FDP,0.100000,CappedSpread,50,0.062815
TREX-DA+AR1: TAFS,mean_TPP,0.100000,CappedSpread,20,0.997500
TREX-DA+AR1: TAFS,sd_TPP,0.100000,CappedSpread,20,0.015652
TREX-DA+AR1: TAFS,mean_FDP,0.100000,CappedSpread,20,0.111213
TREX-DA+AR1: TAFS,sd_FDP,0.100000,CappedSpread,20,0.067665
TREX-DA+AR1: TAFS,mean_TPP,0.100000,CappedSpread,15,0.996500
TREX-DA+AR1: TAFS,sd_TPP,0.100000,CappedSpread,15,0.018424
TREX-DA+AR1: TAFS,mean_FDP,0.100000,CappedSpread,15,0.113432
TREX-DA+AR1: TAFS,sd_FDP,0.100000,CappedSpread,15,0.065360
TREX-DA+AR1: TAFS,mean_TPP,0.100000,CappedSpread,10,0.997000
TREX-DA+AR1: TAFS,sd_TPP,0.100000,CappedSpread,10,0.017102
TREX-DA+AR1: TAFS,mean_FDP,0.100000,CappedSpread,10,0.109915
TREX-DA+AR1: TAFS,sd_FDP,0.100000,CappedSpread,10,0.057770
TREX-DA+AR1: TAFS,mean_TPP,0.100000,CappedSpread,5,0.997000
TREX-DA+AR1: TAFS,sd_TPP,0.100000,CappedSpread,5,0.017102
TREX-DA+AR1: TAFS,mean_FDP,0.100000,CappedSpread,5,0.109697
TREX-DA+AR1: TAFS,sd_FDP,0.100000,CappedSpread,5,0.064972
TREX-DA+AR1: TAFS,mean_TPP,0.100000,CappedSpread,1,0.000000
TREX-DA+AR1: TAFS,sd_TPP,0.100000,CappedSpread,1,0.000000
TREX-DA+AR1: TAFS,mean_FDP,0.100000,CappedSpread,1,0.085000
TREX-DA+AR1: TAFS,sd_FDP,0.100000,CappedSpread,1,0.279582
TREX-DA+AR1: TAFS,mean_TPP,0.100000,Random,,0.979000
TREX-DA+AR1: TAFS,sd_TPP,0.100000,Random,,0.070597
TREX-DA+AR1: TAFS,mean_FDP,0.100000,Random,,0.102835
TREX-DA+AR1: TAFS,sd_FDP,0.100000,Random,,0.072756
TREX-DA+AR1: TAFS,mean_TPP,0.200000,CappedSpread,100,0.995500
TREX-DA+AR1: TAFS,sd_TPP,0.200000,CappedSpread,100,0.020782
TREX-DA+AR1: TAFS,mean_FDP,0.200000,CappedSpread,100,0.115973
TREX-DA+AR1: TAFS,sd_FDP,0.200000,CappedSpread,100,0.065171
TREX-DA+AR1: TAFS,mean_TPP,0.200000,CappedSpread,50,0.994500
TREX-DA+AR1: TAFS,sd_TPP,0.200000,CappedSpread,50,0.022855
TREX-DA+AR1: TAFS,mean_FDP,0.200000,CappedSpread,50,0.105218
TREX-DA+AR1: TAFS,sd_FDP,0.200000,CappedSpread,50,0.060055
TREX-DA+AR1: TAFS,mean_TPP,0.200000,CappedSpread,20,0.997000
TREX-DA+AR1: TAFS,sd_TPP,0.200000,CappedSpread,20,0.017102
TREX-DA+AR1: TAFS,mean_FDP,0.200000,CappedSpread,20,0.107535
TREX-DA+AR1: TAFS,sd_FDP,0.200000,CappedSpread,20,0.060131
TREX-DA+AR1: TAFS,mean_TPP,0.200000,CappedSpread,15,0.996500
TREX-DA+AR1: TAFS,sd_TPP,0.200000,CappedSpread,15,0.023248
TREX-DA+AR1: TAFS,mean_FDP,0.200000,CappedSpread,15,0.105681
TREX-DA+AR1: TAFS,sd_FDP,0.200000,CappedSpread,15,0.063130
TREX-DA+AR1: TAFS,mean_TPP,0.200000,CappedSpread,10,0.997500
TREX-DA+AR1: TAFS,sd_TPP,0.200000,CappedSpread,10,0.015652
TREX-DA+AR1: TAFS,mean_FDP,0.200000,CappedSpread,10,0.103699
TREX-DA+AR1: TAFS,sd_FDP,0.200000,CappedSpread,10,0.061703
TREX-DA+AR1: TAFS,mean_TPP,0.200000,CappedSpread,5,0.995500
TREX-DA+AR1: TAFS,sd_TPP,0.200000,CappedSpread,5,0.025158
TREX-DA+AR1: TAFS,mean_FDP,0.200000,CappedSpread,5,0.109501
TREX-DA+AR1: TAFS,sd_FDP,0.200000,CappedSpread,5,0.064394
TREX-DA+AR1: TAFS,mean_TPP,0.200000,CappedSpread,1,0.000000
TREX-DA+AR1: TAFS,sd_TPP,0.200000,CappedSpread,1,0.000000
TREX-DA+AR1: TAFS,mean_FDP,0.200000,CappedSpread,1,0.080000
TREX-DA+AR1: TAFS,sd_FDP,0.200000,CappedSpread,1,0.271974
TREX-DA+AR1: TAFS,mean_TPP,0.200000,Random,,0.966000
TREX-DA+AR1: TAFS,sd_TPP,0.200000,Random,,0.085912
TREX-DA+AR1: TAFS,mean_FDP,0.200000,Random,,0.097460
TREX-DA+AR1: TAFS,sd_FDP,0.200000,Random,,0.068959
TREX-DA+AR1: TAFS,mean_TPP,0.300000,CappedSpread,100,0.994000
TREX-DA+AR1: TAFS,sd_TPP,0.300000,CappedSpread,100,0.023808
TREX-DA+AR1: TAFS,mean_FDP,0.300000,CappedSpread,100,0.109961
TREX-DA+AR1: TAFS,sd_FDP,0.300000,CappedSpread,100,0.065832
TREX-DA+AR1: TAFS,mean_TPP,0.300000,CappedSpread,50,0.992500
TREX-DA+AR1: TAFS,sd_TPP,0.300000,CappedSpread,50,0.026405
TREX-DA+AR1: TAFS,mean_FDP,0.300000,CappedSpread,50,0.108900
TREX-DA+AR1: TAFS,sd_FDP,0.300000,CappedSpread,50,0.065328
TREX-DA+AR1: TAFS,mean_TPP,0.300000,CappedSpread,20,0.997000
TREX-DA+AR1: TAFS,sd_TPP,0.300000,CappedSpread,20,0.017102
TREX-DA+AR1: TAFS,mean_FDP,0.300000,CappedSpread,20,0.097333
TREX-DA+AR1: TAFS,sd_FDP,0.300000,CappedSpread,20,0.059134
TREX-DA+AR1: TAFS,mean_TPP,0.300000,CappedSpread,15,0.995500
TREX-DA+AR1: TAFS,sd_TPP,0.300000,CappedSpread,15,0.023074
TREX-DA+AR1: TAFS,mean_FDP,0.300000,CappedSpread,15,0.104834
TREX-DA+AR1: TAFS,sd_FDP,0.300000,CappedSpread,15,0.068229
TREX-DA+AR1: TAFS,mean_TPP,0.300000,CappedSpread,10,0.993000
TREX-DA+AR1: TAFS,sd_TPP,0.300000,CappedSpread,10,0.027473
TREX-DA+AR1: TAFS,mean_FDP,0.300000,CappedSpread,10,0.107067
TREX-DA+AR1: TAFS,sd_FDP,0.300000,CappedSpread,10,0.056997
TREX-DA+AR1: TAFS,mean_TPP,0.300000,CappedSpread,5,0.999000
TREX-DA+AR1: TAFS,sd_TPP,0.300000,CappedSpread,5,0.014142
TREX-DA+AR1: TAFS,mean_FDP,0.300000,CappedSpread,5,0.100876
TREX-DA+AR1: TAFS,sd_FDP,0.300000,CappedSpread,5,0.062232
TREX-DA+AR1: TAFS,mean_TPP,0.300000,CappedSpread,1,0.000000
TREX-DA+AR1: TAFS,sd_TPP,0.300000,CappedSpread,1,0.000000
TREX-DA+AR1: TAFS,mean_FDP,0.300000,CappedSpread,1,0.055000
TREX-DA+AR1: TAFS,sd_FDP,0.300000,CappedSpread,1,0.228552
TREX-DA+AR1: TAFS,mean_TPP,0.300000,Random,,0.956000
TREX-DA+AR1: TAFS,sd_TPP,0.300000,Random,,0.102550
TREX-DA+AR1: TAFS,mean_FDP,0.300000,Random,,0.092414
TREX-DA+AR1: TAFS,sd_FDP,0.300000,Random,,0.075722
TREX-DA+AR1: TAFS,mean_TPP,0.400000,CappedSpread,100,0.994500
TREX-DA+AR1: TAFS,sd_TPP,0.400000,CappedSpread,100,0.022855
TREX-DA+AR1: TAFS,mean_FDP,0.400000,CappedSpread,100,0.098245
TREX-DA+AR1: TAFS,sd_FDP,0.400000,CappedSpread,100,0.060927
TREX-DA+AR1: TAFS,mean_TPP,0.400000,CappedSpread,50,0.989500
TREX-DA+AR1: TAFS,sd_TPP,0.400000,CappedSpread,50,0.032326
TREX-DA+AR1: TAFS,mean_FDP,0.400000,CappedSpread,50,0.104415
TREX-DA+AR1: TAFS,sd_FDP,0.400000,CappedSpread,50,0.057882
TREX-DA+AR1: TAFS,mean_TPP,0.400000,CappedSpread,20,0.993500
TREX-DA+AR1: TAFS,sd_TPP,0.400000,CappedSpread,20,0.024714
TREX-DA+AR1: TAFS,mean_FDP,0.400000,CappedSpread,20,0.098796
TREX-DA+AR1: TAFS,sd_FDP,0.400000,CappedSpread,20,0.059118
TREX-DA+AR1: TAFS,mean_TPP,0.400000,CappedSpread,15,0.992000
TREX-DA+AR1: TAFS,sd_TPP,0.400000,CappedSpread,15,0.028986
TREX-DA+AR1: TAFS,mean_FDP,0.400000,CappedSpread,15,0.103835
TREX-DA+AR1: TAFS,sd_FDP,0.400000,CappedSpread,15,0.058915
TREX-DA+AR1: TAFS,mean_TPP,0.400000,CappedSpread,10,0.993000
TREX-DA+AR1: TAFS,sd_TPP,0.400000,CappedSpread,10,0.025579
TREX-DA+AR1: TAFS,mean_FDP,0.400000,CappedSpread,10,0.101030
TREX-DA+AR1: TAFS,sd_FDP,0.400000,CappedSpread,10,0.059153
TREX-DA+AR1: TAFS,mean_TPP,0.400000,CappedSpread,5,0.000000
TREX-DA+AR1: TAFS,sd_TPP,0.400000,CappedSpread,5,0.000000
TREX-DA+AR1: TAFS,mean_FDP,0.400000,CappedSpread,5,0.075000
TREX-DA+AR1: TAFS,sd_FDP,0.400000,CappedSpread,5,0.264052
TREX-DA+AR1: TAFS,mean_TPP,0.400000,CappedSpread,1,0.000000
TREX-DA+AR1: TAFS,sd_TPP,0.400000,CappedSpread,1,0.000000
TREX-DA+AR1: TAFS,mean_FDP,0.400000,CappedSpread,1,0.045000
TREX-DA+AR1: TAFS,sd_FDP,0.400000,CappedSpread,1,0.207824
TREX-DA+AR1: TAFS,mean_TPP,0.400000,Random,,0.943000
TREX-DA+AR1: TAFS,sd_TPP,0.400000,Random,,0.113204
TREX-DA+AR1: TAFS,mean_FDP,0.400000,Random,,0.088695
TREX-DA+AR1: TAFS,sd_FDP,0.400000,Random,,0.070408
TREX-DA+AR1: TAFS,mean_TPP,0.500000,CappedSpread,100,0.993500
TREX-DA+AR1: TAFS,sd_TPP,0.500000,CappedSpread,100,0.024714
TREX-DA+AR1: TAFS,mean_FDP,0.500000,CappedSpread,100,0.099447
TREX-DA+AR1: TAFS,sd_FDP,0.500000,CappedSpread,100,0.059999
TREX-DA+AR1: TAFS,mean_TPP,0.500000,CappedSpread,50,0.993000
TREX-DA+AR1: TAFS,sd_TPP,0.500000,CappedSpread,50,0.025579
TREX-DA+AR1: TAFS,mean_FDP,0.500000,CappedSpread,50,0.095610
TREX-DA+AR1: TAFS,sd_FDP,0.500000,CappedSpread,50,0.060502
TREX-DA+AR1: TAFS,mean_TPP,0.500000,CappedSpread,20,0.989500
TREX-DA+AR1: TAFS,sd_TPP,0.500000,CappedSpread,20,0.032326
TREX-DA+AR1: TAFS,mean_FDP,0.500000,CappedSpread,20,0.101427
TREX-DA+AR1: TAFS,sd_FDP,0.500000,CappedSpread,20,0.059811
TREX-DA+AR1: TAFS,mean_TPP,0.500000,CappedSpread,15,0.992000
TREX-DA+AR1: TAFS,sd_TPP,0.500000,CappedSpread,15,0.028986
TREX-DA+AR1: TAFS,mean_FDP,0.500000,CappedSpread,15,0.097939
TREX-DA+AR1: TAFS,sd_FDP,0.500000,CappedSpread,15,0.065639
TREX-DA+AR1: TAFS,mean_TPP,0.500000,CappedSpread,10,0.991500
TREX-DA+AR1: TAFS,sd_TPP,0.500000,CappedSpread,10,0.029701
TREX-DA+AR1: TAFS,mean_FDP,0.500000,CappedSpread,10,0.089930
TREX-DA+AR1: TAFS,sd_FDP,0.500000,CappedSpread,10,0.054370
TREX-DA+AR1: TAFS,mean_TPP,0.500000,CappedSpread,5,0.000000
TREX-DA+AR1: TAFS,sd_TPP,0.500000,CappedSpread,5,0.000000
TREX-DA+AR1: TAFS,mean_FDP,0.500000,CappedSpread,5,0.070000
TREX-DA+AR1: TAFS,sd_FDP,0.500000,CappedSpread,5,0.255787
TREX-DA+AR1: TAFS,mean_TPP,0.500000,CappedSpread,1,0.000000
TREX-DA+AR1: TAFS,sd_TPP,0.500000,CappedSpread,1,0.000000
TREX-DA+AR1: TAFS,mean_FDP,0.500000,CappedSpread,1,0.060000
TREX-DA+AR1: TAFS,sd_FDP,0.500000,CappedSpread,1,0.238083
TREX-DA+AR1: TAFS,mean_TPP,0.500000,Random,,0.927500
TREX-DA+AR1: TAFS,sd_TPP,0.500000,Random,,0.122756
TREX-DA+AR1: TAFS,mean_FDP,0.500000,Random,,0.077534
TREX-DA+AR1: TAFS,sd_FDP,0.500000,Random,,0.072523
TREX-DA+AR1: TAFS,mean_TPP,0.600000,CappedSpread,100,0.985500
TREX-DA+AR1: TAFS,sd_TPP,0.600000,CappedSpread,100,0.038039
TREX-DA+AR1: TAFS,mean_FDP,0.600000,CappedSpread,100,0.088096
TREX-DA+AR1: TAFS,sd_FDP,0.600000,CappedSpread,100,0.059273
TREX-DA+AR1: TAFS,mean_TPP,0.600000,CappedSpread,50,0.982500
TREX-DA+AR1: TAFS,sd_TPP,0.600000,CappedSpread,50,0.040645
TREX-DA+AR1: TAFS,mean_FDP,0.600000,CappedSpread,50,0.088551
TREX-DA+AR1: TAFS,sd_FDP,0.600000,CappedSpread,50,0.059710
TREX-DA+AR1: TAFS,mean_TPP,0.600000,CappedSpread,20,0.977000
TREX-DA+AR1: TAFS,sd_TPP,0.600000,CappedSpread,20,0.051811
TREX-DA+AR1: TAFS,mean_FDP,0.600000,CappedSpread,20,0.091417
TREX-DA+AR1: TAFS,sd_FDP,0.600000,CappedSpread,20,0.063186
TREX-DA+AR1: TAFS,mean_TPP,0.600000,CappedSpread,15,0.978500
TREX-DA+AR1: TAFS,sd_TPP,0.600000,CappedSpread,15,0.050998
TREX-DA+AR1: TAFS,mean_FDP,0.600000,CappedSpread,15,0.086186
TREX-DA+AR1: TAFS,sd_FDP,0.600000,CappedSpread,15,0.062458
TREX-DA+AR1: TAFS,mean_TPP,0.600000,CappedSpread,10,0.980500
TREX-DA+AR1: TAFS,sd_TPP,0.600000,CappedSpread,10,0.050820
TREX-DA+AR1: TAFS,mean_FDP,0.600000,CappedSpread,10,0.082699
TREX-DA+AR1: TAFS,sd_FDP,0.600000,CappedSpread,10,0.054373
TREX-DA+AR1: TAFS,mean_TPP,0.600000,CappedSpread,5,0.000000
TREX-DA+AR1: TAFS,sd_TPP,0.600000,CappedSpread,5,0.000000
TREX-DA+AR1: TAFS,mean_FDP,0.600000,CappedSpread,5,0.065000
TREX-DA+AR1: TAFS,sd_FDP,0.600000,CappedSpread,5,0.247144
TREX-DA+AR1: TAFS,mean_TPP,0.600000,CappedSpread,1,0.000000
TREX-DA+AR1: TAFS,sd_TPP,0.600000,CappedSpread,1,0.000000
TREX-DA+AR1: TAFS,mean_FDP,0.600000,CappedSpread,1,0.045000
TREX-DA+AR1: TAFS,sd_FDP,0.600000,CappedSpread,1,0.207824
TREX-DA+AR1: TAFS,mean_TPP,0.600000,Random,,0.884500
TREX-DA+AR1: TAFS,sd_TPP,0.600000,Random,,0.145657
TREX-DA+AR1: TAFS,mean_FDP,0.600000,Random,,0.067672
TREX-DA+AR1: TAFS,sd_FDP,0.600000,Random,,0.068149
TREX-DA+AR1: TAFS,mean_TPP,0.700000,CappedSpread,100,0.957500
TREX-DA+AR1: TAFS,sd_TPP,0.700000,CappedSpread,100,0.062154
TREX-DA+AR1: TAFS,mean_FDP,0.700000,CappedSpread,100,0.078635
TREX-DA+AR1: TAFS,sd_FDP,0.700000,CappedSpread,100,0.066630
TREX-DA+AR1: TAFS,mean_TPP,0.700000,CappedSpread,50,0.960500
TREX-DA+AR1: TAFS,sd_TPP,0.700000,CappedSpread,50,0.064891
TREX-DA+AR1: TAFS,mean_FDP,0.700000,CappedSpread,50,0.074367
TREX-DA+AR1: TAFS,sd_FDP,0.700000,CappedSpread,50,0.061562
TREX-DA+AR1: TAFS,mean_TPP,0.700000,CappedSpread,20,0.952000
TREX-DA+AR1: TAFS,sd_TPP,0.700000,CappedSpread,20,0.072264
TREX-DA+AR1: TAFS,mean_FDP,0.700000,CappedSpread,20,0.081316
TREX-DA+AR1: TAFS,sd_FDP,0.700000,CappedSpread,20,0.068274
TREX-DA+AR1: TAFS,mean_TPP,0.700000,CappedSpread,15,0.946000
TREX-DA+AR1: TAFS,sd_TPP,0.700000,CappedSpread,15,0.081961
TREX-DA+AR1: TAFS,mean_FDP,0.700000,CappedSpread,15,0.083214
TREX-DA+AR1: TAFS,sd_FDP,0.700000,CappedSpread,15,0.067245
TREX-DA+AR1: TAFS,mean_TPP,0.700000,CappedSpread,10,0.000000
TREX-DA+AR1: TAFS,sd_TPP,0.700000,CappedSpread,10,0.000000
TREX-DA+AR1: TAFS,mean_FDP,0.700000,CappedSpread,10,0.055000
TREX-DA+AR1: TAFS,sd_FDP,0.700000,CappedSpread,10,0.228552
TREX-DA+AR1: TAFS,mean_TPP,0.700000,CappedSpread,5,0.000000
TREX-DA+AR1: TAFS,sd_TPP,0.700000,CappedSpread,5,0.000000
TREX-DA+AR1: TAFS,mean_FDP,0.700000,CappedSpread,5,0.045000
TREX-DA+AR1: TAFS,sd_FDP,0.700000,CappedSpread,5,0.207824
TREX-DA+AR1: TAFS,mean_TPP,0.700000,CappedSpread,1,0.000000
TREX-DA+AR1: TAFS,sd_TPP,0.700000,CappedSpread,1,0.000000
TREX-DA+AR1: TAFS,mean_FDP,0.700000,CappedSpread,1,0.025000
TREX-DA+AR1: TAFS,sd_FDP,0.700000,CappedSpread,1,0.156517
TREX-DA+AR1: TAFS,mean_TPP,0.700000,Random,,0.797000
TREX-DA+AR1: TAFS,sd_TPP,0.700000,Random,,0.170989
TREX-DA+AR1: TAFS,mean_FDP,0.700000,Random,,0.056691
TREX-DA+AR1: TAFS,sd_FDP,0.700000,Random,,0.067543
TREX-DA+AR1: TAFS,mean_TPP,0.800000,CappedSpread,100,0.887500
TREX-DA+AR1: TAFS,sd_TPP,0.800000,CappedSpread,100,0.102206
TREX-DA+AR1: TAFS,mean_FDP,0.800000,CappedSpread,100,0.084188
TREX-DA+AR1: TAFS,sd_FDP,0.800000,CappedSpread,100,0.078397
TREX-DA+AR1: TAFS,mean_TPP,0.800000,CappedSpread,50,0.873500
TREX-DA+AR1: TAFS,sd_TPP,0.800000,CappedSpread,50,0.121745
TREX-DA+AR1: TAFS,mean_FDP,0.800000,CappedSpread,50,0.088222
TREX-DA+AR1: TAFS,sd_FDP,0.800000,CappedSpread,50,0.080947
TREX-DA+AR1: TAFS,mean_TPP,0.800000,CappedSpread,20,0.842000
TREX-DA+AR1: TAFS,sd_TPP,0.800000,CappedSpread,20,0.131997
TREX-DA+AR1: TAFS,mean_FDP,0.800000,CappedSpread,20,0.070788
TREX-DA+AR1: TAFS,sd_FDP,0.800000,CappedSpread,20,0.074966
TREX-DA+AR1: TAFS,mean_TPP,0.800000,CappedSpread,15,0.000000
TREX-DA+AR1: TAFS,sd_TPP,0.800000,CappedSpread,15,0.000000
TREX-DA+AR1: TAFS,mean_FDP,0.800000,CappedSpread,15,0.040000
TREX-DA+AR1: TAFS,sd_FDP,0.800000,CappedSpread,15,0.196451
TREX-DA+AR1: TAFS,mean_TPP,0.800000,CappedSpread,10,0.000000
TREX-DA+AR1: TAFS,sd_TPP,0.800000,CappedSpread,10,0.000000
TREX-DA+AR1: TAFS,mean_FDP,0.800000,CappedSpread,10,0.045000
TREX-DA+AR1: TAFS,sd_FDP,0.800000,CappedSpread,10,0.207824
TREX-DA+AR1: TAFS,mean_TPP,0.800000,CappedSpread,5,0.000000
TREX-DA+AR1: TAFS,sd_TPP,0.800000,CappedSpread,5,0.000000
TREX-DA+AR1: TAFS,mean_FDP,0.800000,CappedSpread,5,0.015000
TREX-DA+AR1: TAFS,sd_FDP,0.800000,CappedSpread,5,0.121857
TREX-DA+AR1: TAFS,mean_TPP,0.800000,CappedSpread,1,0.000000
TREX-DA+AR1: TAFS,sd_TPP,0.800000,CappedSpread,1,0.000000
TREX-DA+AR1: TAFS,mean_FDP,0.800000,CappedSpread,1,0.025000
TREX-DA+AR1: TAFS,sd_FDP,0.800000,CappedSpread,1,0.156517
TREX-DA+AR1: TAFS,mean_TPP,0.800000,Random,,0.619000
TREX-DA+AR1: TAFS,sd_TPP,0.800000,Random,,0.197061
TREX-DA+AR1: TAFS,mean_FDP,0.800000,Random,,0.068780
TREX-DA+AR1: TAFS,sd_FDP,0.800000,Random,,0.099249
TREX-DA+AR1: TAFS,mean_TPP,0.900000,CappedSpread,100,0.662000
TREX-DA+AR1: TAFS,sd_TPP,0.900000,CappedSpread,100,0.154517
TREX-DA+AR1: TAFS,mean_FDP,0.900000,CappedSpread,100,0.151965
TREX-DA+AR1: TAFS,sd_FDP,0.900000,CappedSpread,100,0.128079
TREX-DA+AR1: TAFS,mean_TPP,0.900000,CappedSpread,50,0.637500
TREX-DA+AR1: TAFS,sd_TPP,0.900000,CappedSpread,50,0.168182
TREX-DA+AR1: TAFS,mean_FDP,0.900000,CappedSpread,50,0.181239
TREX-DA+AR1: TAFS,sd_FDP,0.900000,CappedSpread,50,0.141029
TREX-DA+AR1: TAFS,mean_TPP,0.900000,CappedSpread,20,0.001000
TREX-DA+AR1: TAFS,sd_TPP,0.900000,CappedSpread,20,0.009975
TREX-DA+AR1: TAFS,mean_FDP,0.900000,CappedSpread,20,0.030000
TREX-DA+AR1: TAFS,sd_FDP,0.900000,CappedSpread,20,0.171015
TREX-DA+AR1: TAFS,mean_TPP,0.900000,CappedSpread,15,0.000000
TREX-DA+AR1: TAFS,sd_TPP,0.900000,CappedSpread,15,0.000000
TREX-DA+AR1: TAFS,mean_FDP,0.900000,CappedSpread,15,0.020000
TREX-DA+AR1: TAFS,sd_FDP,0.900000,CappedSpread,15,0.140351
TREX-DA+AR1: TAFS,mean_TPP,0.900000,CappedSpread,10,0.000000
TREX-DA+AR1: TAFS,sd_TPP,0.900000,CappedSpread,10,0.000000
TREX-DA+AR1: TAFS,mean_FDP,0.900000,CappedSpread,10,0.010000
TREX-DA+AR1: TAFS,sd_FDP,0.900000,CappedSpread,10,0.099748
TREX-DA+AR1: TAFS,mean_TPP,0.900000,CappedSpread,5,0.000000
TREX-DA+AR1: TAFS,sd_TPP,0.900000,CappedSpread,5,0.000000
TREX-DA+AR1: TAFS,mean_FDP,0.900000,CappedSpread,5,0.005000
TREX-DA+AR1: TAFS,sd_FDP,0.900000,CappedSpread,5,0.070711
TREX-DA+AR1: TAFS,mean_TPP,0.900000,CappedSpread,1,0.000000
TREX-DA+AR1: TAFS,sd_TPP,0.900000,CappedSpread,1,0.000000
TREX-DA+AR1: TAFS,mean_FDP,0.900000,CappedSpread,1,0.010000
TREX-DA+AR1: TAFS,sd_FDP,0.900000,CappedSpread,1,0.099748
TREX-DA+AR1: TAFS,mean_TPP,0.900000,Random,,0.311000
TREX-DA+AR1: TAFS,sd_TPP,0.900000,Random,,0.169477
TREX-DA+AR1: TAFS,mean_FDP,0.900000,Random,,0.177550
TREX-DA+AR1: TAFS,sd_FDP,0.900000,Random,,0.215367
TREX-DA+AR1: TOMP,mean_TPP,0.000000,CappedSpread,100,0.998500
TREX-DA+AR1: TOMP,sd_TPP,0.000000,CappedSpread,100,0.012186
TREX-DA+AR1: TOMP,mean_FDP,0.000000,CappedSpread,100,0.092011
TREX-DA+AR1: TOMP,sd_FDP,0.000000,CappedSpread,100,0.056961
TREX-DA+AR1: TOMP,mean_TPP,0.000000,CappedSpread,50,0.999500
TREX-DA+AR1: TOMP,sd_TPP,0.000000,CappedSpread,50,0.007071
TREX-DA+AR1: TOMP,mean_FDP,0.000000,CappedSpread,50,0.093889
TREX-DA+AR1: TOMP,sd_FDP,0.000000,CappedSpread,50,0.059920
TREX-DA+AR1: TOMP,mean_TPP,0.000000,CappedSpread,20,0.999500
TREX-DA+AR1: TOMP,sd_TPP,0.000000,CappedSpread,20,0.007071
TREX-DA+AR1: TOMP,mean_FDP,0.000000,CappedSpread,20,0.093465
TREX-DA+AR1: TOMP,sd_FDP,0.000000,CappedSpread,20,0.063082
TREX-DA+AR1: TOMP,mean_TPP,0.000000,CappedSpread,15,0.999000
TREX-DA+AR1: TOMP,sd_TPP,0.000000,CappedSpread,15,0.009975
TREX-DA+AR1: TOMP,mean_FDP,0.000000,CappedSpread,15,0.096565
TREX-DA+AR1: TOMP,sd_FDP,0.000000,CappedSpread,15,0.063841
TREX-DA+AR1: TOMP,mean_TPP,0.000000,CappedSpread,10,0.998000
TREX-DA+AR1: TOMP,sd_TPP,0.000000,CappedSpread,10,0.014035
TREX-DA+AR1: TOMP,mean_FDP,0.000000,CappedSpread,10,0.094690
TREX-DA+AR1: TOMP,sd_FDP,0.000000,CappedSpread,10,0.061674
TREX-DA+AR1: TOMP,mean_TPP,0.000000,CappedSpread,5,0.999000
TREX-DA+AR1: TOMP,sd_TPP,0.000000,CappedSpread,5,0.009975
TREX-DA+AR1: TOMP,mean_FDP,0.000000,CappedSpread,5,0.096401
TREX-DA+AR1: TOMP,sd_FDP,0.000000,CappedSpread,5,0.062903
TREX-DA+AR1: TOMP,mean_TPP,0.000000,CappedSpread,1,0.000000
TREX-DA+AR1: TOMP,sd_TPP,0.000000,CappedSpread,1,0.000000
TREX-DA+AR1: TOMP,mean_FDP,0.000000,CappedSpread,1,0.050000
TREX-DA+AR1: TOMP,sd_FDP,0.000000,CappedSpread,1,0.218492
TREX-DA+AR1: TOMP,mean_TPP,0.000000,Random,,0.993000
TREX-DA+AR1: TOMP,sd_TPP,0.000000,Random,,0.038188
TREX-DA+AR1: TOMP,mean_FDP,0.000000,Random,,0.083057
TREX-DA+AR1: TOMP,sd_FDP,0.000000,Random,,0.065087
TREX-DA+AR1: TOMP,mean_TPP,0.100000,CappedSpread,100,0.998000
