solver,support_type,metric,SNR,Rho,value
TREX-DA+NN: TLARS,Random,mean_FDP,1.000000,0.100000,0.070208
TREX-DA+NN: TLARS,Random,sd_FDP,1.000000,0.100000,0.094670
TREX-DA+NN: TLARS,Random,mean_TPP,1.000000,0.200000,0.695500
TREX-DA+NN: TLARS,Random,sd_TPP,1.000000,0.200000,0.212498
TREX-DA+NN: TLARS,Random,mean_FDP,1.000000,0.200000,0.074779
TREX-DA+NN: TLARS,Random,sd_FDP,1.000000,0.200000,0.096050
TREX-DA+NN: TLARS,Random,mean_TPP,1.000000,0.300000,0.743000
TREX-DA+NN: TLARS,Random,sd_TPP,1.000000,0.300000,0.198616
TREX-DA+NN: TLARS,Random,mean_FDP,1.000000,0.300000,0.084149
TREX-DA+NN: TLARS,Random,sd_FDP,1.000000,0.300000,0.096800
TREX-DA+NN: TLARS,Random,mean_TPP,1.000000,0.400000,0.723500
TREX-DA+NN: TLARS,Random,sd_TPP,1.000000,0.400000,0.217565
TREX-DA+NN: TLARS,Random,mean_FDP,1.000000,0.400000,0.083877
TREX-DA+NN: TLARS,Random,sd_FDP,1.000000,0.400000,0.100670
TREX-DA+NN: TLARS,Random,mean_TPP,1.000000,0.500000,0.692000
TREX-DA+NN: TLARS,Random,sd_TPP,1.000000,0.500000,0.237101
TREX-DA+NN: TLARS,Random,mean_FDP,1.000000,0.500000,0.096711
TREX-DA+NN: TLARS,Random,sd_FDP,1.000000,0.500000,0.103564
TREX-DA+NN: TLARS,Random,mean_TPP,1.000000,0.600000,0.660500
TREX-DA+NN: TLARS,Random,sd_TPP,1.000000,0.600000,0.230337
TREX-DA+NN: TLARS,Random,mean_FDP,1.000000,0.600000,0.102707
TREX-DA+NN: TLARS,Random,sd_FDP,1.000000,0.600000,0.115347
TREX-DA+NN: TLARS,Random,mean_TPP,1.000000,0.700000,0.630500
TREX-DA+NN: TLARS,Random,sd_TPP,1.000000,0.700000,0.220597
TREX-DA+NN: TLARS,Random,mean_FDP,1.000000,0.700000,0.152961
TREX-DA+NN: TLARS,Random,sd_FDP,1.000000,0.700000,0.132772
TREX-DA+NN: TLARS,Random,mean_TPP,1.000000,0.800000,0.594000
TREX-DA+NN: TLARS,Random,sd_TPP,1.000000,0.800000,0.179793
TREX-DA+NN: TLARS,Random,mean_FDP,1.000000,0.800000,0.260041
TREX-DA+NN: TLARS,Random,sd_FDP,1.000000,0.800000,0.164482
TREX-DA+NN: TLARS,Random,mean_TPP,1.000000,0.900000,0.478500
TREX-DA+NN: TLARS,Random,sd_TPP,1.000000,0.900000,0.178175
TREX-DA+NN: TLARS,Random,mean_FDP,1.000000,0.900000,0.493621
TREX-DA+NN: TLARS,Random,sd_FDP,1.000000,0.900000,0.165907
TREX-DA+NN: TLARS,Random,mean_TPP,2.000000,0.100000,0.918500
TREX-DA+NN: TLARS,Random,sd_TPP,2.000000,0.100000,0.118227
TREX-DA+NN: TLARS,Random,mean_FDP,2.000000,0.100000,0.084356
TREX-DA+NN: TLARS,Random,sd_FDP,2.000000,0.100000,0.083038
TREX-DA+NN: TLARS,Random,mean_TPP,2.000000,0.200000,0.922000
TREX-DA+NN: TLARS,Random,sd_TPP,2.000000,0.200000,0.105221
TREX-DA+NN: TLARS,Random,mean_FDP,2.000000,0.200000,0.095357
TREX-DA+NN: TLARS,Random,sd_FDP,2.000000,0.200000,0.089439
TREX-DA+NN: TLARS,Random,mean_TPP,2.000000,0.300000,0.956500
TREX-DA+NN: TLARS,Random,sd_TPP,2.000000,0.300000,0.075407
TREX-DA+NN: TLARS,Random,mean_FDP,2.000000,0.300000,0.118846
TREX-DA+NN: TLARS,Random,sd_FDP,2.000000,0.300000,0.093279
TREX-DA+NN: TLARS,Random,mean_TPP,2.000000,0.400000,0.948000
TREX-DA+NN: TLARS,Random,sd_TPP,2.000000,0.400000,0.091311
TREX-DA+NN: TLARS,Random,mean_FDP,2.000000,0.400000,0.111527
TREX-DA+NN: TLARS,Random,sd_FDP,2.000000,0.400000,0.091690
TREX-DA+NN: TLARS,Random,mean_TPP,2.000000,0.500000,0.921500
TREX-DA+NN: TLARS,Random,sd_TPP,2.000000,0.500000,0.106510
TREX-DA+NN: TLARS,Random,mean_FDP,2.000000,0.500000,0.110323
TREX-DA+NN: TLARS,Random,sd_FDP,2.000000,0.500000,0.086173
TREX-DA+NN: TLARS,Random,mean_TPP,2.000000,0.600000,0.887500
TREX-DA+NN: TLARS,Random,sd_TPP,2.000000,0.600000,0.126784
TREX-DA+NN: TLARS,Random,mean_FDP,2.000000,0.600000,0.122663
TREX-DA+NN: TLARS,Random,sd_FDP,2.000000,0.600000,0.107638
TREX-DA+NN: TLARS,Random,mean_TPP,2.000000,0.700000,0.840500
TREX-DA+NN: TLARS,Random,sd_TPP,2.000000,0.700000,0.143921
TREX-DA+NN: TLARS,Random,mean_FDP,2.000000,0.700000,0.149041
TREX-DA+NN: TLARS,Random,sd_FDP,2.000000,0.700000,0.105196
TREX-DA+NN: TLARS,Random,mean_TPP,2.000000,0.800000,0.745000
TREX-DA+NN: TLARS,Random,sd_TPP,2.000000,0.800000,0.164041
TREX-DA+NN: TLARS,Random,mean_FDP,2.000000,0.800000,0.225312
TREX-DA+NN: TLARS,Random,sd_FDP,2.000000,0.800000,0.131741
TREX-DA+NN: TLARS,Random,mean_TPP,2.000000,0.900000,0.622000
TREX-DA+NN: TLARS,Random,sd_TPP,2.000000,0.900000,0.174839
TREX-DA+NN: TLARS,Random,mean_FDP,2.000000,0.900000,0.429935
TREX-DA+NN: TLARS,Random,sd_FDP,2.000000,0.900000,0.145031
TREX-DA+NN: TLARS,Random,mean_TPP,5.000000,0.100000,0.942500
TREX-DA+NN: TLARS,Random,sd_TPP,5.000000,0.100000,0.101959
TREX-DA+NN: TLARS,Random,mean_FDP,5.000000,0.100000,0.100172
TREX-DA+NN: TLARS,Random,sd_FDP,5.000000,0.100000,0.084754
TREX-DA+NN: TLARS,Random,mean_TPP,5.000000,0.200000,0.947500
TREX-DA+NN: TLARS,Random,sd_TPP,5.000000,0.200000,0.092935
TREX-DA+NN: TLARS,Random,mean_FDP,5.000000,0.200000,0.100408
TREX-DA+NN: TLARS,Random,sd_FDP,5.000000,0.200000,0.085696
TREX-DA+NN: TLARS,Random,mean_TPP,5.000000,0.300000,0.968000
TREX-DA+NN: TLARS,Random,sd_TPP,5.000000,0.300000,0.066317
TREX-DA+NN: TLARS,Random,mean_FDP,5.000000,0.300000,0.132050
TREX-DA+NN: TLARS,Random,sd_FDP,5.000000,0.300000,0.083368
TREX-DA+NN: TLARS,Random,mean_TPP,5.000000,0.400000,0.959500
TREX-DA+NN: TLARS,Random,sd_TPP,5.000000,0.400000,0.070245
TREX-DA+NN: TLARS,Random,mean_FDP,5.000000,0.400000,0.129690
TREX-DA+NN: TLARS,Random,sd_FDP,5.000000,0.400000,0.082783
TREX-DA+NN: TLARS,Random,mean_TPP,5.000000,0.500000,0.936000
TREX-DA+NN: TLARS,Random,sd_TPP,5.000000,0.500000,0.094065
TREX-DA+NN: TLARS,Random,mean_FDP,5.000000,0.500000,0.126736
TREX-DA+NN: TLARS,Random,sd_FDP,5.000000,0.500000,0.085210
TREX-DA+NN: TLARS,Random,mean_TPP,5.000000,0.600000,0.919000
TREX-DA+NN: TLARS,Random,sd_TPP,5.000000,0.600000,0.111810
TREX-DA+NN: TLARS,Random,mean_FDP,5.000000,0.600000,0.125777
TREX-DA+NN: TLARS,Random,sd_FDP,5.000000,0.600000,0.091841
TREX-DA+NN: TLARS,Random,mean_TPP,5.000000,0.700000,0.863500
TREX-DA+NN: TLARS,Random,sd_TPP,5.000000,0.700000,0.135312
TREX-DA+NN: TLARS,Random,mean_FDP,5.000000,0.700000,0.145741
TREX-DA+NN: TLARS,Random,sd_FDP,5.000000,0.700000,0.096036
TREX-DA+NN: TLARS,Random,mean_TPP,5.000000,0.800000,0.767000
TREX-DA+NN: TLARS,Random,sd_TPP,5.000000,0.800000,0.165372
TREX-DA+NN: TLARS,Random,mean_FDP,5.000000,0.800000,0.221195
TREX-DA+NN: TLARS,Random,sd_FDP,5.000000,0.800000,0.128720
TREX-DA+NN: TLARS,Random,mean_TPP,5.000000,0.900000,0.626000
TREX-DA+NN: TLARS,Random,sd_TPP,5.000000,0.900000,0.170792
TREX-DA+NN: TLARS,Random,mean_FDP,5.000000,0.900000,0.404608
TREX-DA+NN: TLARS,Random,sd_FDP,5.000000,0.900000,0.142338
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,0.100000,0.100000,0.000000
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,0.100000,0.100000,0.000000
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,0.100000,0.100000,0.000000
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,0.100000,0.100000,0.000000
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,0.100000,0.200000,0.000000
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,0.100000,0.200000,0.000000
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,0.100000,0.200000,0.000000
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,0.100000,0.200000,0.000000
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,0.100000,0.300000,0.000000
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,0.100000,0.300000,0.000000
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,0.100000,0.300000,0.000000
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,0.100000,0.300000,0.000000
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,0.100000,0.400000,0.000000
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,0.100000,0.400000,0.000000
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,0.100000,0.400000,0.000000
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,0.100000,0.400000,0.000000
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,0.100000,0.500000,0.000000
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,0.100000,0.500000,0.000000
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,0.100000,0.500000,0.000000
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,0.100000,0.500000,0.000000
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,0.100000,0.600000,0.000000
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,0.100000,0.600000,0.000000
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,0.100000,0.600000,0.000000
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,0.100000,0.600000,0.000000
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,0.100000,0.700000,0.000500
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,0.100000,0.700000,0.007071
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,0.100000,0.700000,0.005000
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,0.100000,0.700000,0.070711
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,0.100000,0.800000,0.003000
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,0.100000,0.800000,0.017102
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,0.100000,0.800000,0.030000
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,0.100000,0.800000,0.163504
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,0.100000,0.900000,0.004500
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,0.100000,0.900000,0.020782
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,0.100000,0.900000,0.137500
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,0.100000,0.900000,0.336018
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,0.200000,0.100000,0.000000
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,0.200000,0.100000,0.000000
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,0.200000,0.100000,0.000000
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,0.200000,0.100000,0.000000
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,0.200000,0.200000,0.000000
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,0.200000,0.200000,0.000000
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,0.200000,0.200000,0.000000
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,0.200000,0.200000,0.000000
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,0.200000,0.300000,0.001500
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,0.200000,0.300000,0.015780
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,0.200000,0.300000,0.004167
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,0.200000,0.300000,0.042393
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,0.200000,0.400000,0.001000
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,0.200000,0.400000,0.014142
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,0.200000,0.400000,0.002500
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,0.200000,0.400000,0.035355
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,0.200000,0.500000,0.000000
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,0.200000,0.500000,0.000000
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,0.200000,0.500000,0.000000
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,0.200000,0.500000,0.000000
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,0.200000,0.600000,0.000000
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,0.200000,0.600000,0.000000
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,0.200000,0.600000,0.000000
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,0.200000,0.600000,0.000000
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,0.200000,0.700000,0.010500
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,0.200000,0.700000,0.044153
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,0.200000,0.700000,0.018750
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,0.200000,0.700000,0.113764
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,0.200000,0.800000,0.025000
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,0.200000,0.800000,0.060774
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,0.200000,0.800000,0.099167
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,0.200000,0.800000,0.270888
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,0.200000,0.900000,0.021500
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,0.200000,0.900000,0.050998
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,0.200000,0.900000,0.343750
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,0.200000,0.900000,0.444501
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,0.500000,0.100000,0.127500
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,0.500000,0.100000,0.224378
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,0.500000,0.100000,0.020288
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,0.500000,0.100000,0.066221
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,0.500000,0.200000,0.153500
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,0.500000,0.200000,0.238057
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,0.500000,0.200000,0.015993
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,0.500000,0.200000,0.055687
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,0.500000,0.300000,0.147000
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,0.500000,0.300000,0.240374
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,0.500000,0.300000,0.023639
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,0.500000,0.300000,0.076432
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,0.500000,0.400000,0.160500
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,0.500000,0.400000,0.258892
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,0.500000,0.400000,0.025137
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,0.500000,0.400000,0.078440
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,0.500000,0.500000,0.160500
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,0.500000,0.500000,0.249401
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,0.500000,0.500000,0.034214
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,0.500000,0.500000,0.103903
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,0.500000,0.600000,0.155000
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,0.500000,0.600000,0.239293
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,0.500000,0.600000,0.046417
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,0.500000,0.600000,0.132697
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,0.500000,0.700000,0.192000
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,0.500000,0.700000,0.230219
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,0.500000,0.700000,0.083992
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,0.500000,0.700000,0.156577
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,0.500000,0.800000,0.256500
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,0.500000,0.800000,0.182825
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,0.500000,0.800000,0.252232
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,0.500000,0.800000,0.246691
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,0.500000,0.900000,0.211500
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,0.500000,0.900000,0.136421
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,0.500000,0.900000,0.583611
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,0.500000,0.900000,0.230510
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,1.000000,0.100000,0.839500
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,1.000000,0.100000,0.181810
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,1.000000,0.100000,0.055425
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,1.000000,0.100000,0.078402
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,1.000000,0.200000,0.854500
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,1.000000,0.200000,0.160338
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,1.000000,0.200000,0.054734
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,1.000000,0.200000,0.075336
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,1.000000,0.300000,0.901500
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,1.000000,0.300000,0.139084
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,1.000000,0.300000,0.066314
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,1.000000,0.300000,0.076420
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,1.000000,0.400000,0.906000
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,1.000000,0.400000,0.125470
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,1.000000,0.400000,0.070264
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,1.000000,0.400000,0.075584
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,1.000000,0.500000,0.888000
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,1.000000,0.500000,0.140194
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,1.000000,0.500000,0.074996
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,1.000000,0.500000,0.084512
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,1.000000,0.600000,0.862500
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,1.000000,0.600000,0.166681
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,1.000000,0.600000,0.083174
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,1.000000,0.600000,0.085010
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,1.000000,0.700000,0.843500
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,1.000000,0.700000,0.172063
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,1.000000,0.700000,0.115223
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,1.000000,0.700000,0.101116
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,1.000000,0.800000,0.756000
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,1.000000,0.800000,0.157761
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,1.000000,0.800000,0.205144
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,1.000000,0.800000,0.125266
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,1.000000,0.900000,0.496500
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,1.000000,0.900000,0.172297
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,1.000000,0.900000,0.441591
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,1.000000,0.900000,0.172599
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,2.000000,0.100000,0.967000
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,2.000000,0.100000,0.085131
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,2.000000,0.100000,0.089015
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,2.000000,0.100000,0.074297
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,2.000000,0.200000,0.968000
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,2.000000,0.200000,0.076847
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,2.000000,0.200000,0.091950
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,2.000000,0.200000,0.070856
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,2.000000,0.300000,0.995500
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,2.000000,0.300000,0.020782
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,2.000000,0.300000,0.112950
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,2.000000,0.300000,0.065301
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,2.000000,0.400000,0.995500
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,2.000000,0.400000,0.020782
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,2.000000,0.400000,0.108873
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,2.000000,0.400000,0.057989
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,2.000000,0.500000,0.989500
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,2.000000,0.500000,0.030732
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,2.000000,0.500000,0.107782
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,2.000000,0.500000,0.060040
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,2.000000,0.600000,0.982500
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,2.000000,0.600000,0.040645
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,2.000000,0.600000,0.103178
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,2.000000,0.600000,0.059938
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,2.000000,0.700000,0.970500
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,2.000000,0.700000,0.049922
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,2.000000,0.700000,0.111089
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,2.000000,0.700000,0.066035
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,2.000000,0.800000,0.922000
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,2.000000,0.800000,0.080924
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,2.000000,0.800000,0.157529
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,2.000000,0.800000,0.089365
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,2.000000,0.900000,0.713000
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,2.000000,0.900000,0.136470
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,2.000000,0.900000,0.341319
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,2.000000,0.900000,0.133018
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,5.000000,0.100000,0.964500
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,5.000000,0.100000,0.089047
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,5.000000,0.100000,0.085627
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,5.000000,0.100000,0.068837
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,5.000000,0.200000,0.970500
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,5.000000,0.200000,0.074211
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,5.000000,0.200000,0.089744
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,5.000000,0.200000,0.069029
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,5.000000,0.300000,0.990000
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,5.000000,0.300000,0.030075
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,5.000000,0.300000,0.117007
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,5.000000,0.300000,0.059028
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,5.000000,0.400000,0.985000
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,5.000000,0.400000,0.035797
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,5.000000,0.400000,0.116273
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,5.000000,0.400000,0.054455
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,5.000000,0.500000,0.972000
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,5.000000,0.500000,0.046115
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,5.000000,0.500000,0.113614
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,5.000000,0.500000,0.057726
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,5.000000,0.600000,0.968500
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,5.000000,0.600000,0.051683
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,5.000000,0.600000,0.118608
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,5.000000,0.600000,0.063265
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,5.000000,0.700000,0.964500
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,5.000000,0.700000,0.062524
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,5.000000,0.700000,0.116487
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,5.000000,0.700000,0.061154
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,5.000000,0.800000,0.944500
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,5.000000,0.800000,0.075487
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,5.000000,0.800000,0.140728
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,5.000000,0.800000,0.070820
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,5.000000,0.900000,0.835500
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,5.000000,0.900000,0.113376
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,5.000000,0.900000,0.276636
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,5.000000,0.900000,0.110866
TREX-DA+NN: TAFS,Random,mean_TPP,0.100000,0.100000,0.000000
TREX-DA+NN: TAFS,Random,sd_TPP,0.100000,0.100000,0.000000
TREX-DA+NN: TAFS,Random,mean_FDP,0.100000,0.100000,0.000000
TREX-DA+NN: TAFS,Random,sd_FDP,0.100000,0.100000,0.000000
TREX-DA+NN: TAFS,Random,mean_TPP,0.100000,0.200000,0.000000
