solver,support_type,metric,Kappa,Rho,value
TREX-DA+NN: TLARS,Random,mean_FDP,15.000000,0.800000,0.212311
TREX-DA+NN: TLARS,Random,sd_FDP,15.000000,0.800000,0.135417
TREX-DA+NN: TLARS,Random,mean_TPP,15.000000,0.900000,0.603000
TREX-DA+NN: TLARS,Random,sd_TPP,15.000000,0.900000,0.165614
TREX-DA+NN: TLARS,Random,mean_FDP,15.000000,0.900000,0.377784
TREX-DA+NN: TLARS,Random,sd_FDP,15.000000,0.900000,0.161107
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,1.000000,0.100000,0.962500
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,1.000000,0.100000,0.092664
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,1.000000,0.100000,0.087381
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,1.000000,0.100000,0.068530
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,1.000000,0.300000,0.993000
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,1.000000,0.300000,0.025579
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,1.000000,0.300000,0.112366
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,1.000000,0.300000,0.057330
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,1.000000,0.500000,0.996000
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,1.000000,0.500000,0.019645
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,1.000000,0.500000,0.109130
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,1.000000,0.500000,0.062720
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,1.000000,0.700000,0.995000
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,1.000000,0.700000,0.021849
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,1.000000,0.700000,0.116187
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,1.000000,0.700000,0.066524
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,1.000000,0.800000,0.992500
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,1.000000,0.800000,0.026405
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,1.000000,0.800000,0.109111
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,1.000000,0.800000,0.066031
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,1.000000,0.900000,0.990500
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,1.000000,0.900000,0.029395
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,1.000000,0.900000,0.113527
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,1.000000,0.900000,0.066900
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,2.000000,0.100000,0.966000
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,2.000000,0.100000,0.088221
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,2.000000,0.100000,0.090412
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,2.000000,0.100000,0.072358
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,2.000000,0.300000,0.993000
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,2.000000,0.300000,0.025579
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,2.000000,0.300000,0.110766
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,2.000000,0.300000,0.066471
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,2.000000,0.500000,0.994500
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,2.000000,0.500000,0.022855
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,2.000000,0.500000,0.104231
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,2.000000,0.500000,0.066463
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,2.000000,0.700000,0.989000
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,2.000000,0.700000,0.031367
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,2.000000,0.700000,0.108392
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,2.000000,0.700000,0.068206
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,2.000000,0.800000,0.979000
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,2.000000,0.800000,0.044372
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,2.000000,0.800000,0.109444
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,2.000000,0.800000,0.062999
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,2.000000,0.900000,0.979500
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,2.000000,0.900000,0.045166
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,2.000000,0.900000,0.111296
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,2.000000,0.900000,0.067549
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,3.000000,0.100000,0.968500
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,3.000000,0.100000,0.088866
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,3.000000,0.100000,0.084839
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,3.000000,0.100000,0.070014
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,3.000000,0.300000,0.996000
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,3.000000,0.300000,0.019645
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,3.000000,0.300000,0.109779
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,3.000000,0.300000,0.056733
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,3.000000,0.500000,0.995500
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,3.000000,0.500000,0.020782
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,3.000000,0.500000,0.104391
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,3.000000,0.500000,0.059374
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,3.000000,0.700000,0.977000
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,3.000000,0.700000,0.043364
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,3.000000,0.700000,0.107855
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,3.000000,0.700000,0.055926
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,3.000000,0.800000,0.964500
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,3.000000,0.800000,0.058368
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,3.000000,0.800000,0.112043
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,3.000000,0.800000,0.071095
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,3.000000,0.900000,0.953000
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,3.000000,0.900000,0.064900
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,3.000000,0.900000,0.123145
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,3.000000,0.900000,0.076257
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,5.000000,0.100000,0.965000
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,5.000000,0.100000,0.087827
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,5.000000,0.100000,0.096684
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,5.000000,0.100000,0.075849
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,5.000000,0.300000,0.995500
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,5.000000,0.300000,0.020782
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,5.000000,0.300000,0.110809
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,5.000000,0.300000,0.060126
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,5.000000,0.500000,0.993000
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,5.000000,0.500000,0.025579
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,5.000000,0.500000,0.105601
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,5.000000,0.500000,0.059308
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,5.000000,0.700000,0.965000
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,5.000000,0.700000,0.054680
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,5.000000,0.700000,0.111830
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,5.000000,0.700000,0.066419
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,5.000000,0.800000,0.939500
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,5.000000,0.800000,0.075620
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,5.000000,0.800000,0.140325
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,5.000000,0.800000,0.078681
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,5.000000,0.900000,0.905500
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,5.000000,0.900000,0.096260
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,5.000000,0.900000,0.165755
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,5.000000,0.900000,0.096587
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,7.000000,0.100000,0.963000
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,7.000000,0.100000,0.097357
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,7.000000,0.100000,0.091544
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,7.000000,0.100000,0.073979
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,7.000000,0.300000,0.994500
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,7.000000,0.300000,0.024957
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,7.000000,0.300000,0.116574
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,7.000000,0.300000,0.062886
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,7.000000,0.500000,0.993500
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,7.000000,0.500000,0.024714
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,7.000000,0.500000,0.112317
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,7.000000,0.500000,0.059135
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,7.000000,0.700000,0.972500
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,7.000000,0.700000,0.050063
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,7.000000,0.700000,0.113422
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,7.000000,0.700000,0.067770
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,7.000000,0.800000,0.929000
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,7.000000,0.800000,0.079943
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,7.000000,0.800000,0.141816
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,7.000000,0.800000,0.089671
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,7.000000,0.900000,0.858000
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,7.000000,0.900000,0.099425
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,7.000000,0.900000,0.205258
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,7.000000,0.900000,0.104808
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,10.000000,0.100000,0.963000
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,10.000000,0.100000,0.093136
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,10.000000,0.100000,0.092430
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,10.000000,0.100000,0.073982
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,10.000000,0.300000,0.996500
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,10.000000,0.300000,0.020975
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,10.000000,0.300000,0.109280
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,10.000000,0.300000,0.069117
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,10.000000,0.500000,0.995000
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,10.000000,0.500000,0.021849
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,10.000000,0.500000,0.112303
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,10.000000,0.500000,0.061712
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,10.000000,0.700000,0.965500
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,10.000000,0.700000,0.057237
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,10.000000,0.700000,0.121311
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,10.000000,0.700000,0.073488
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,10.000000,0.800000,0.909500
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,10.000000,0.800000,0.090001
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,10.000000,0.800000,0.167052
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,10.000000,0.800000,0.091722
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,10.000000,0.900000,0.805000
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,10.000000,0.900000,0.130230
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,10.000000,0.900000,0.259944
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,10.000000,0.900000,0.136265
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,15.000000,0.100000,0.972500
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,15.000000,0.100000,0.074306
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,15.000000,0.100000,0.088036
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,15.000000,0.100000,0.068636
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,15.000000,0.300000,0.994500
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,15.000000,0.300000,0.022855
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,15.000000,0.300000,0.107731
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,15.000000,0.300000,0.058420
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,15.000000,0.500000,0.992000
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,15.000000,0.500000,0.027197
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,15.000000,0.500000,0.113132
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,15.000000,0.500000,0.065458
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,15.000000,0.700000,0.968500
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,15.000000,0.700000,0.053592
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,15.000000,0.700000,0.121190
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,15.000000,0.700000,0.065830
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,15.000000,0.800000,0.914000
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,15.000000,0.800000,0.091903
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,15.000000,0.800000,0.159577
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,15.000000,0.800000,0.093872
TREX-DA+NN: TAFS,CappedSpread,mean_TPP,15.000000,0.900000,0.767500
TREX-DA+NN: TAFS,CappedSpread,sd_TPP,15.000000,0.900000,0.128750
TREX-DA+NN: TAFS,CappedSpread,mean_FDP,15.000000,0.900000,0.291928
TREX-DA+NN: TAFS,CappedSpread,sd_FDP,15.000000,0.900000,0.121447
TREX-DA+NN: TAFS,Random,mean_TPP,1.000000,0.100000,0.952500
TREX-DA+NN: TAFS,Random,sd_TPP,1.000000,0.100000,0.108409
TREX-DA+NN: TAFS,Random,mean_FDP,1.000000,0.100000,0.089812
TREX-DA+NN: TAFS,Random,sd_FDP,1.000000,0.100000,0.069434
TREX-DA+NN: TAFS,Random,mean_TPP,1.000000,0.300000,0.988000
TREX-DA+NN: TAFS,Random,sd_TPP,1.000000,0.300000,0.040796
TREX-DA+NN: TAFS,Random,mean_FDP,1.000000,0.300000,0.103382
TREX-DA+NN: TAFS,Random,sd_FDP,1.000000,0.300000,0.063850
TREX-DA+NN: TAFS,Random,mean_TPP,1.000000,0.500000,0.992500
TREX-DA+NN: TAFS,Random,sd_TPP,1.000000,0.500000,0.034637
TREX-DA+NN: TAFS,Random,mean_FDP,1.000000,0.500000,0.104291
TREX-DA+NN: TAFS,Random,sd_FDP,1.000000,0.500000,0.066866
TREX-DA+NN: TAFS,Random,mean_TPP,1.000000,0.700000,0.988500
TREX-DA+NN: TAFS,Random,sd_TPP,1.000000,0.700000,0.043902
TREX-DA+NN: TAFS,Random,mean_FDP,1.000000,0.700000,0.107547
TREX-DA+NN: TAFS,Random,sd_FDP,1.000000,0.700000,0.066245
TREX-DA+NN: TAFS,Random,mean_TPP,1.000000,0.800000,0.984000
TREX-DA+NN: TAFS,Random,sd_TPP,1.000000,0.800000,0.048536
TREX-DA+NN: TAFS,Random,mean_FDP,1.000000,0.800000,0.111676
TREX-DA+NN: TAFS,Random,sd_FDP,1.000000,0.800000,0.064606
TREX-DA+NN: TAFS,Random,mean_TPP,1.000000,0.900000,0.983000
TREX-DA+NN: TAFS,Random,sd_TPP,1.000000,0.900000,0.052198
TREX-DA+NN: TAFS,Random,mean_FDP,1.000000,0.900000,0.112194
TREX-DA+NN: TAFS,Random,sd_FDP,1.000000,0.900000,0.064190
TREX-DA+NN: TAFS,Random,mean_TPP,2.000000,0.100000,0.961500
TREX-DA+NN: TAFS,Random,sd_TPP,2.000000,0.100000,0.099586
TREX-DA+NN: TAFS,Random,mean_FDP,2.000000,0.100000,0.092317
TREX-DA+NN: TAFS,Random,sd_FDP,2.000000,0.100000,0.073343
TREX-DA+NN: TAFS,Random,mean_TPP,2.000000,0.300000,0.992500
TREX-DA+NN: TAFS,Random,sd_TPP,2.000000,0.300000,0.034637
TREX-DA+NN: TAFS,Random,mean_FDP,2.000000,0.300000,0.108625
TREX-DA+NN: TAFS,Random,sd_FDP,2.000000,0.300000,0.070073
TREX-DA+NN: TAFS,Random,mean_TPP,2.000000,0.500000,0.982500
TREX-DA+NN: TAFS,Random,sd_TPP,2.000000,0.500000,0.044199
TREX-DA+NN: TAFS,Random,mean_FDP,2.000000,0.500000,0.110579
TREX-DA+NN: TAFS,Random,sd_FDP,2.000000,0.500000,0.068849
TREX-DA+NN: TAFS,Random,mean_TPP,2.000000,0.700000,0.967000
TREX-DA+NN: TAFS,Random,sd_TPP,2.000000,0.700000,0.065055
TREX-DA+NN: TAFS,Random,mean_FDP,2.000000,0.700000,0.114688
TREX-DA+NN: TAFS,Random,sd_FDP,2.000000,0.700000,0.070150
TREX-DA+NN: TAFS,Random,mean_TPP,2.000000,0.800000,0.961000
TREX-DA+NN: TAFS,Random,sd_TPP,2.000000,0.800000,0.070025
TREX-DA+NN: TAFS,Random,mean_FDP,2.000000,0.800000,0.113018
TREX-DA+NN: TAFS,Random,sd_FDP,2.000000,0.800000,0.074163
TREX-DA+NN: TAFS,Random,mean_TPP,2.000000,0.900000,0.958500
TREX-DA+NN: TAFS,Random,sd_TPP,2.000000,0.900000,0.068198
TREX-DA+NN: TAFS,Random,mean_FDP,2.000000,0.900000,0.118864
TREX-DA+NN: TAFS,Random,sd_FDP,2.000000,0.900000,0.076070
TREX-DA+NN: TAFS,Random,mean_TPP,3.000000,0.100000,0.968500
TREX-DA+NN: TAFS,Random,sd_TPP,3.000000,0.100000,0.081183
TREX-DA+NN: TAFS,Random,mean_FDP,3.000000,0.100000,0.082509
TREX-DA+NN: TAFS,Random,sd_FDP,3.000000,0.100000,0.066685
TREX-DA+NN: TAFS,Random,mean_TPP,3.000000,0.300000,0.991500
TREX-DA+NN: TAFS,Random,sd_TPP,3.000000,0.300000,0.037211
TREX-DA+NN: TAFS,Random,mean_FDP,3.000000,0.300000,0.098710
TREX-DA+NN: TAFS,Random,sd_FDP,3.000000,0.300000,0.061594
TREX-DA+NN: TAFS,Random,mean_TPP,3.000000,0.500000,0.982500
TREX-DA+NN: TAFS,Random,sd_TPP,3.000000,0.500000,0.048534
TREX-DA+NN: TAFS,Random,mean_FDP,3.000000,0.500000,0.108065
TREX-DA+NN: TAFS,Random,sd_FDP,3.000000,0.500000,0.063828
TREX-DA+NN: TAFS,Random,mean_TPP,3.000000,0.700000,0.963000
TREX-DA+NN: TAFS,Random,sd_TPP,3.000000,0.700000,0.065209
TREX-DA+NN: TAFS,Random,mean_FDP,3.000000,0.700000,0.120386
TREX-DA+NN: TAFS,Random,sd_FDP,3.000000,0.700000,0.065982
TREX-DA+NN: TAFS,Random,mean_TPP,3.000000,0.800000,0.943500
TREX-DA+NN: TAFS,Random,sd_TPP,3.000000,0.800000,0.077380
TREX-DA+NN: TAFS,Random,mean_FDP,3.000000,0.800000,0.123249
TREX-DA+NN: TAFS,Random,sd_FDP,3.000000,0.800000,0.078217
TREX-DA+NN: TAFS,Random,mean_TPP,3.000000,0.900000,0.921500
TREX-DA+NN: TAFS,Random,sd_TPP,3.000000,0.900000,0.090713
TREX-DA+NN: TAFS,Random,mean_FDP,3.000000,0.900000,0.137210
TREX-DA+NN: TAFS,Random,sd_FDP,3.000000,0.900000,0.078190
TREX-DA+NN: TAFS,Random,mean_TPP,5.000000,0.100000,0.961000
TREX-DA+NN: TAFS,Random,sd_TPP,5.000000,0.100000,0.090665
TREX-DA+NN: TAFS,Random,mean_FDP,5.000000,0.100000,0.085920
TREX-DA+NN: TAFS,Random,sd_FDP,5.000000,0.100000,0.070655
TREX-DA+NN: TAFS,Random,mean_TPP,5.000000,0.300000,0.989500
TREX-DA+NN: TAFS,Random,sd_TPP,5.000000,0.300000,0.043000
TREX-DA+NN: TAFS,Random,mean_FDP,5.000000,0.300000,0.101246
TREX-DA+NN: TAFS,Random,sd_FDP,5.000000,0.300000,0.063381
TREX-DA+NN: TAFS,Random,mean_TPP,5.000000,0.500000,0.983500
TREX-DA+NN: TAFS,Random,sd_TPP,5.000000,0.500000,0.044583
TREX-DA+NN: TAFS,Random,mean_FDP,5.000000,0.500000,0.102231
TREX-DA+NN: TAFS,Random,sd_FDP,5.000000,0.500000,0.064144
TREX-DA+NN: TAFS,Random,mean_TPP,5.000000,0.700000,0.949500
TREX-DA+NN: TAFS,Random,sd_TPP,5.000000,0.700000,0.072982
TREX-DA+NN: TAFS,Random,mean_FDP,5.000000,0.700000,0.106267
TREX-DA+NN: TAFS,Random,sd_FDP,5.000000,0.700000,0.071757
TREX-DA+NN: TAFS,Random,mean_TPP,5.000000,0.800000,0.920000
TREX-DA+NN: TAFS,Random,sd_TPP,5.000000,0.800000,0.087970
TREX-DA+NN: TAFS,Random,mean_FDP,5.000000,0.800000,0.142847
TREX-DA+NN: TAFS,Random,sd_FDP,5.000000,0.800000,0.087876
TREX-DA+NN: TAFS,Random,mean_TPP,5.000000,0.900000,0.874000
TREX-DA+NN: TAFS,Random,sd_TPP,5.000000,0.900000,0.106209
TREX-DA+NN: TAFS,Random,mean_FDP,5.000000,0.900000,0.180398
TREX-DA+NN: TAFS,Random,sd_FDP,5.000000,0.900000,0.106507
TREX-DA+NN: TAFS,Random,mean_TPP,7.000000,0.100000,0.964000
TREX-DA+NN: TAFS,Random,sd_TPP,7.000000,0.100000,0.089690
TREX-DA+NN: TAFS,Random,mean_FDP,7.000000,0.100000,0.093043
TREX-DA+NN: TAFS,Random,sd_FDP,7.000000,0.100000,0.072325
TREX-DA+NN: TAFS,Random,mean_TPP,7.000000,0.300000,0.985500
TREX-DA+NN: TAFS,Random,sd_TPP,7.000000,0.300000,0.044153
TREX-DA+NN: TAFS,Random,mean_FDP,7.000000,0.300000,0.108373
TREX-DA+NN: TAFS,Random,sd_FDP,7.000000,0.300000,0.068256
TREX-DA+NN: TAFS,Random,mean_TPP,7.000000,0.500000,0.982500
TREX-DA+NN: TAFS,Random,sd_TPP,7.000000,0.500000,0.053461
TREX-DA+NN: TAFS,Random,mean_FDP,7.000000,0.500000,0.107479
TREX-DA+NN: TAFS,Random,sd_FDP,7.000000,0.500000,0.067246
TREX-DA+NN: TAFS,Random,mean_TPP,7.000000,0.700000,0.949500
TREX-DA+NN: TAFS,Random,sd_TPP,7.000000,0.700000,0.078936
TREX-DA+NN: TAFS,Random,mean_FDP,7.000000,0.700000,0.119843
TREX-DA+NN: TAFS,Random,sd_FDP,7.000000,0.700000,0.077563
TREX-DA+NN: TAFS,Random,mean_TPP,7.000000,0.800000,0.899000
TREX-DA+NN: TAFS,Random,sd_TPP,7.000000,0.800000,0.106563
TREX-DA+NN: TAFS,Random,mean_FDP,7.000000,0.800000,0.157654
TREX-DA+NN: TAFS,Random,sd_FDP,7.000000,0.800000,0.097741
TREX-DA+NN: TAFS,Random,mean_TPP,7.000000,0.900000,0.814500
TREX-DA+NN: TAFS,Random,sd_TPP,7.000000,0.900000,0.136502
TREX-DA+NN: TAFS,Random,mean_FDP,7.000000,0.900000,0.230828
TREX-DA+NN: TAFS,Random,sd_FDP,7.000000,0.900000,0.123861
TREX-DA+NN: TAFS,Random,mean_TPP,10.000000,0.100000,0.967500
TREX-DA+NN: TAFS,Random,sd_TPP,10.000000,0.100000,0.078898
TREX-DA+NN: TAFS,Random,mean_FDP,10.000000,0.100000,0.090954
TREX-DA+NN: TAFS,Random,sd_FDP,10.000000,0.100000,0.072386
TREX-DA+NN: TAFS,Random,mean_TPP,10.000000,0.300000,0.991500
TREX-DA+NN: TAFS,Random,sd_TPP,10.000000,0.300000,0.032911
TREX-DA+NN: TAFS,Random,mean_FDP,10.000000,0.300000,0.099340
TREX-DA+NN: TAFS,Random,sd_FDP,10.000000,0.300000,0.070417
TREX-DA+NN: TAFS,Random,mean_TPP,10.000000,0.500000,0.983000
TREX-DA+NN: TAFS,Random,sd_TPP,10.000000,0.500000,0.047139
TREX-DA+NN: TAFS,Random,mean_FDP,10.000000,0.500000,0.100762
TREX-DA+NN: TAFS,Random,sd_FDP,10.000000,0.500000,0.073353
TREX-DA+NN: TAFS,Random,mean_TPP,10.000000,0.700000,0.952500
TREX-DA+NN: TAFS,Random,sd_TPP,10.000000,0.700000,0.072249
TREX-DA+NN: TAFS,Random,mean_FDP,10.000000,0.700000,0.110950
TREX-DA+NN: TAFS,Random,sd_FDP,10.000000,0.700000,0.075818
TREX-DA+NN: TAFS,Random,mean_TPP,10.000000,0.800000,0.880500
TREX-DA+NN: TAFS,Random,sd_TPP,10.000000,0.800000,0.116350
TREX-DA+NN: TAFS,Random,mean_FDP,10.000000,0.800000,0.169333
TREX-DA+NN: TAFS,Random,sd_FDP,10.000000,0.800000,0.113679
TREX-DA+NN: TAFS,Random,mean_TPP,10.000000,0.900000,0.768000
TREX-DA+NN: TAFS,Random,sd_TPP,10.000000,0.900000,0.133285
TREX-DA+NN: TAFS,Random,mean_FDP,10.000000,0.900000,0.263376
TREX-DA+NN: TAFS,Random,sd_FDP,10.000000,0.900000,0.130201
TREX-DA+NN: TAFS,Random,mean_TPP,15.000000,0.100000,0.952000
TREX-DA+NN: TAFS,Random,sd_TPP,15.000000,0.100000,0.109801
TREX-DA+NN: TAFS,Random,mean_FDP,15.000000,0.100000,0.083732
TREX-DA+NN: TAFS,Random,sd_FDP,15.000000,0.100000,0.073234
TREX-DA+NN: TAFS,Random,mean_TPP,15.000000,0.300000,0.985500
TREX-DA+NN: TAFS,Random,sd_TPP,15.000000,0.300000,0.046374
TREX-DA+NN: TAFS,Random,mean_FDP,15.000000,0.300000,0.113346
TREX-DA+NN: TAFS,Random,sd_FDP,15.000000,0.300000,0.065407
TREX-DA+NN: TAFS,Random,mean_TPP,15.000000,0.500000,0.982500
TREX-DA+NN: TAFS,Random,sd_TPP,15.000000,0.500000,0.047487
TREX-DA+NN: TAFS,Random,mean_FDP,15.000000,0.500000,0.108712
TREX-DA+NN: TAFS,Random,sd_FDP,15.000000,0.500000,0.069096
TREX-DA+NN: TAFS,Random,mean_TPP,15.000000,0.700000,0.944000
TREX-DA+NN: TAFS,Random,sd_TPP,15.000000,0.700000,0.079344
