solver,support_type,metric,Kappa,Rho,value
TREX-DA+NN: TAFS,Random,mean_FDP,15.000000,0.700000,0.119920
TREX-DA+NN: TAFS,Random,sd_FDP,15.000000,0.700000,0.082307
TREX-DA+NN: TAFS,Random,mean_TPP,15.000000,0.800000,0.879000
TREX-DA+NN: TAFS,Random,sd_TPP,15.000000,0.800000,0.114123
TREX-DA+NN: TAFS,Random,mean_FDP,15.000000,0.800000,0.178972
TREX-DA+NN: TAFS,Random,sd_FDP,15.000000,0.800000,0.105793
TREX-DA+NN: TAFS,Random,mean_TPP,15.000000,0.900000,0.710500
TREX-DA+NN: TAFS,Random,sd_TPP,15.000000,0.900000,0.154464
TREX-DA+NN: TAFS,Random,mean_FDP,15.000000,0.900000,0.318258
TREX-DA+NN: TAFS,Random,sd_FDP,15.000000,0.900000,0.143027
TREX-DA+NN: TOMP,CappedSpread,mean_TPP,1.000000,0.100000,0.966000
TREX-DA+NN: TOMP,CappedSpread,sd_TPP,1.000000,0.100000,0.092666
TREX-DA+NN: TOMP,CappedSpread,mean_FDP,1.000000,0.100000,0.074460
TREX-DA+NN: TOMP,CappedSpread,sd_FDP,1.000000,0.100000,0.069600
TREX-DA+NN: TOMP,CappedSpread,mean_TPP,1.000000,0.300000,0.995000
TREX-DA+NN: TOMP,CappedSpread,sd_TPP,1.000000,0.300000,0.024039
TREX-DA+NN: TOMP,CappedSpread,mean_FDP,1.000000,0.300000,0.084935
TREX-DA+NN: TOMP,CappedSpread,sd_FDP,1.000000,0.300000,0.056313
TREX-DA+NN: TOMP,CappedSpread,mean_TPP,1.000000,0.500000,0.999500
TREX-DA+NN: TOMP,CappedSpread,sd_TPP,1.000000,0.500000,0.007071
TREX-DA+NN: TOMP,CappedSpread,mean_FDP,1.000000,0.500000,0.084645
TREX-DA+NN: TOMP,CappedSpread,sd_FDP,1.000000,0.500000,0.061839
TREX-DA+NN: TOMP,CappedSpread,mean_TPP,1.000000,0.700000,1.000000
TREX-DA+NN: TOMP,CappedSpread,sd_TPP,1.000000,0.700000,0.000000
TREX-DA+NN: TOMP,CappedSpread,mean_FDP,1.000000,0.700000,0.087051
TREX-DA+NN: TOMP,CappedSpread,sd_FDP,1.000000,0.700000,0.058710
TREX-DA+NN: TOMP,CappedSpread,mean_TPP,1.000000,0.800000,0.999000
TREX-DA+NN: TOMP,CappedSpread,sd_TPP,1.000000,0.800000,0.009975
TREX-DA+NN: TOMP,CappedSpread,mean_FDP,1.000000,0.800000,0.088472
TREX-DA+NN: TOMP,CappedSpread,sd_FDP,1.000000,0.800000,0.066473
TREX-DA+NN: TOMP,CappedSpread,mean_TPP,1.000000,0.900000,0.999500
TREX-DA+NN: TOMP,CappedSpread,sd_TPP,1.000000,0.900000,0.007071
TREX-DA+NN: TOMP,CappedSpread,mean_FDP,1.000000,0.900000,0.086380
TREX-DA+NN: TOMP,CappedSpread,sd_FDP,1.000000,0.900000,0.060434
TREX-DA+NN: TOMP,CappedSpread,mean_TPP,2.000000,0.100000,0.972000
TREX-DA+NN: TOMP,CappedSpread,sd_TPP,2.000000,0.100000,0.083972
TREX-DA+NN: TOMP,CappedSpread,mean_FDP,2.000000,0.100000,0.073527
TREX-DA+NN: TOMP,CappedSpread,sd_FDP,2.000000,0.100000,0.070764
TREX-DA+NN: TOMP,CappedSpread,mean_TPP,2.000000,0.300000,0.996500
TREX-DA+NN: TOMP,CappedSpread,sd_TPP,2.000000,0.300000,0.018424
TREX-DA+NN: TOMP,CappedSpread,mean_FDP,2.000000,0.300000,0.089304
TREX-DA+NN: TOMP,CappedSpread,sd_FDP,2.000000,0.300000,0.062574
TREX-DA+NN: TOMP,CappedSpread,mean_TPP,2.000000,0.500000,1.000000
TREX-DA+NN: TOMP,CappedSpread,sd_TPP,2.000000,0.500000,0.000000
TREX-DA+NN: TOMP,CappedSpread,mean_FDP,2.000000,0.500000,0.089408
TREX-DA+NN: TOMP,CappedSpread,sd_FDP,2.000000,0.500000,0.061825
TREX-DA+NN: TOMP,CappedSpread,mean_TPP,2.000000,0.700000,0.996500
TREX-DA+NN: TOMP,CappedSpread,sd_TPP,2.000000,0.700000,0.018424
TREX-DA+NN: TOMP,CappedSpread,mean_FDP,2.000000,0.700000,0.085242
TREX-DA+NN: TOMP,CappedSpread,sd_FDP,2.000000,0.700000,0.063038
TREX-DA+NN: TOMP,CappedSpread,mean_TPP,2.000000,0.800000,0.994500
TREX-DA+NN: TOMP,CappedSpread,sd_TPP,2.000000,0.800000,0.024957
TREX-DA+NN: TOMP,CappedSpread,mean_FDP,2.000000,0.800000,0.091929
TREX-DA+NN: TOMP,CappedSpread,sd_FDP,2.000000,0.800000,0.064605
TREX-DA+NN: TOMP,CappedSpread,mean_TPP,2.000000,0.900000,0.994000
TREX-DA+NN: TOMP,CappedSpread,sd_TPP,2.000000,0.900000,0.025833
TREX-DA+NN: TOMP,CappedSpread,mean_FDP,2.000000,0.900000,0.089197
TREX-DA+NN: TOMP,CappedSpread,sd_FDP,2.000000,0.900000,0.066906
TREX-DA+NN: TOMP,CappedSpread,mean_TPP,3.000000,0.100000,0.969000
TREX-DA+NN: TOMP,CappedSpread,sd_TPP,3.000000,0.100000,0.089325
TREX-DA+NN: TOMP,CappedSpread,mean_FDP,3.000000,0.100000,0.068171
TREX-DA+NN: TOMP,CappedSpread,sd_FDP,3.000000,0.100000,0.067218
TREX-DA+NN: TOMP,CappedSpread,mean_TPP,3.000000,0.300000,0.997500
TREX-DA+NN: TOMP,CappedSpread,sd_TPP,3.000000,0.300000,0.015652
TREX-DA+NN: TOMP,CappedSpread,mean_FDP,3.000000,0.300000,0.090531
TREX-DA+NN: TOMP,CappedSpread,sd_FDP,3.000000,0.300000,0.052856
TREX-DA+NN: TOMP,CappedSpread,mean_TPP,3.000000,0.500000,0.999000
TREX-DA+NN: TOMP,CappedSpread,sd_TPP,3.000000,0.500000,0.009975
TREX-DA+NN: TOMP,CappedSpread,mean_FDP,3.000000,0.500000,0.083739
TREX-DA+NN: TOMP,CappedSpread,sd_FDP,3.000000,0.500000,0.056569
TREX-DA+NN: TOMP,CappedSpread,mean_TPP,3.000000,0.700000,0.990000
TREX-DA+NN: TOMP,CappedSpread,sd_TPP,3.000000,0.700000,0.030075
TREX-DA+NN: TOMP,CappedSpread,mean_FDP,3.000000,0.700000,0.093673
TREX-DA+NN: TOMP,CappedSpread,sd_FDP,3.000000,0.700000,0.057900
TREX-DA+NN: TOMP,CappedSpread,mean_TPP,3.000000,0.800000,0.976500
TREX-DA+NN: TOMP,CappedSpread,sd_TPP,3.000000,0.800000,0.049090
TREX-DA+NN: TOMP,CappedSpread,mean_FDP,3.000000,0.800000,0.101737
TREX-DA+NN: TOMP,CappedSpread,sd_FDP,3.000000,0.800000,0.065801
TREX-DA+NN: TOMP,CappedSpread,mean_TPP,3.000000,0.900000,0.969500
TREX-DA+NN: TOMP,CappedSpread,sd_TPP,3.000000,0.900000,0.054170
TREX-DA+NN: TOMP,CappedSpread,mean_FDP,3.000000,0.900000,0.107479
TREX-DA+NN: TOMP,CappedSpread,sd_FDP,3.000000,0.900000,0.073713
TREX-DA+NN: TOMP,CappedSpread,mean_TPP,5.000000,0.100000,0.965500
TREX-DA+NN: TOMP,CappedSpread,sd_TPP,5.000000,0.100000,0.087165
TREX-DA+NN: TOMP,CappedSpread,mean_FDP,5.000000,0.100000,0.074643
TREX-DA+NN: TOMP,CappedSpread,sd_FDP,5.000000,0.100000,0.063959
TREX-DA+NN: TOMP,CappedSpread,mean_TPP,5.000000,0.300000,0.998000
TREX-DA+NN: TOMP,CappedSpread,sd_TPP,5.000000,0.300000,0.017248
TREX-DA+NN: TOMP,CappedSpread,mean_FDP,5.000000,0.300000,0.086945
TREX-DA+NN: TOMP,CappedSpread,sd_FDP,5.000000,0.300000,0.056832
TREX-DA+NN: TOMP,CappedSpread,mean_TPP,5.000000,0.500000,0.998500
TREX-DA+NN: TOMP,CappedSpread,sd_TPP,5.000000,0.500000,0.012186
TREX-DA+NN: TOMP,CappedSpread,mean_FDP,5.000000,0.500000,0.085180
TREX-DA+NN: TOMP,CappedSpread,sd_FDP,5.000000,0.500000,0.052265
TREX-DA+NN: TOMP,CappedSpread,mean_TPP,5.000000,0.700000,0.982000
TREX-DA+NN: TOMP,CappedSpread,sd_TPP,5.000000,0.700000,0.043422
TREX-DA+NN: TOMP,CappedSpread,mean_FDP,5.000000,0.700000,0.090997
TREX-DA+NN: TOMP,CappedSpread,sd_FDP,5.000000,0.700000,0.062667
TREX-DA+NN: TOMP,CappedSpread,mean_TPP,5.000000,0.800000,0.955000
TREX-DA+NN: TOMP,CappedSpread,sd_TPP,5.000000,0.800000,0.069275
TREX-DA+NN: TOMP,CappedSpread,mean_FDP,5.000000,0.800000,0.113527
TREX-DA+NN: TOMP,CappedSpread,sd_FDP,5.000000,0.800000,0.077154
TREX-DA+NN: TOMP,CappedSpread,mean_TPP,5.000000,0.900000,0.926500
TREX-DA+NN: TOMP,CappedSpread,sd_TPP,5.000000,0.900000,0.090491
TREX-DA+NN: TOMP,CappedSpread,mean_FDP,5.000000,0.900000,0.136466
TREX-DA+NN: TOMP,CappedSpread,sd_FDP,5.000000,0.900000,0.095384
TREX-DA+NN: TOMP,CappedSpread,mean_TPP,7.000000,0.100000,0.968500
TREX-DA+NN: TOMP,CappedSpread,sd_TPP,7.000000,0.100000,0.094352
TREX-DA+NN: TOMP,CappedSpread,mean_FDP,7.000000,0.100000,0.077310
TREX-DA+NN: TOMP,CappedSpread,sd_FDP,7.000000,0.100000,0.069457
TREX-DA+NN: TOMP,CappedSpread,mean_TPP,7.000000,0.300000,0.999000
TREX-DA+NN: TOMP,CappedSpread,sd_TPP,7.000000,0.300000,0.009975
TREX-DA+NN: TOMP,CappedSpread,mean_FDP,7.000000,0.300000,0.090493
TREX-DA+NN: TOMP,CappedSpread,sd_FDP,7.000000,0.300000,0.058155
TREX-DA+NN: TOMP,CappedSpread,mean_TPP,7.000000,0.500000,0.998000
TREX-DA+NN: TOMP,CappedSpread,sd_TPP,7.000000,0.500000,0.014035
TREX-DA+NN: TOMP,CappedSpread,mean_FDP,7.000000,0.500000,0.088719
TREX-DA+NN: TOMP,CappedSpread,sd_FDP,7.000000,0.500000,0.057118
TREX-DA+NN: TOMP,CappedSpread,mean_TPP,7.000000,0.700000,0.985000
TREX-DA+NN: TOMP,CappedSpread,sd_TPP,7.000000,0.700000,0.035797
TREX-DA+NN: TOMP,CappedSpread,mean_FDP,7.000000,0.700000,0.091002
TREX-DA+NN: TOMP,CappedSpread,sd_FDP,7.000000,0.700000,0.064103
TREX-DA+NN: TOMP,CappedSpread,mean_TPP,7.000000,0.800000,0.948000
TREX-DA+NN: TOMP,CappedSpread,sd_TPP,7.000000,0.800000,0.070860
TREX-DA+NN: TOMP,CappedSpread,mean_FDP,7.000000,0.800000,0.115704
TREX-DA+NN: TOMP,CappedSpread,sd_FDP,7.000000,0.800000,0.088189
TREX-DA+NN: TOMP,CappedSpread,mean_TPP,7.000000,0.900000,0.888500
TREX-DA+NN: TOMP,CappedSpread,sd_TPP,7.000000,0.900000,0.099838
TREX-DA+NN: TOMP,CappedSpread,mean_FDP,7.000000,0.900000,0.161970
TREX-DA+NN: TOMP,CappedSpread,sd_FDP,7.000000,0.900000,0.103569
TREX-DA+NN: TOMP,CappedSpread,mean_TPP,10.000000,0.100000,0.973000
TREX-DA+NN: TOMP,CappedSpread,sd_TPP,10.000000,0.100000,0.086070
TREX-DA+NN: TOMP,CappedSpread,mean_FDP,10.000000,0.100000,0.070190
TREX-DA+NN: TOMP,CappedSpread,sd_FDP,10.000000,0.100000,0.070130
TREX-DA+NN: TOMP,CappedSpread,mean_TPP,10.000000,0.300000,1.000000
TREX-DA+NN: TOMP,CappedSpread,sd_TPP,10.000000,0.300000,0.000000
TREX-DA+NN: TOMP,CappedSpread,mean_FDP,10.000000,0.300000,0.088895
TREX-DA+NN: TOMP,CappedSpread,sd_FDP,10.000000,0.300000,0.065448
TREX-DA+NN: TOMP,CappedSpread,mean_TPP,10.000000,0.500000,0.998500
TREX-DA+NN: TOMP,CappedSpread,sd_TPP,10.000000,0.500000,0.012186
TREX-DA+NN: TOMP,CappedSpread,mean_FDP,10.000000,0.500000,0.092055
TREX-DA+NN: TOMP,CappedSpread,sd_FDP,10.000000,0.500000,0.058672
TREX-DA+NN: TOMP,CappedSpread,mean_TPP,10.000000,0.700000,0.978000
TREX-DA+NN: TOMP,CappedSpread,sd_TPP,10.000000,0.700000,0.048246
TREX-DA+NN: TOMP,CappedSpread,mean_FDP,10.000000,0.700000,0.099599
TREX-DA+NN: TOMP,CappedSpread,sd_FDP,10.000000,0.700000,0.072340
TREX-DA+NN: TOMP,CappedSpread,mean_TPP,10.000000,0.800000,0.935000
TREX-DA+NN: TOMP,CappedSpread,sd_TPP,10.000000,0.800000,0.075522
TREX-DA+NN: TOMP,CappedSpread,mean_FDP,10.000000,0.800000,0.134509
TREX-DA+NN: TOMP,CappedSpread,sd_FDP,10.000000,0.800000,0.088674
TREX-DA+NN: TOMP,CappedSpread,mean_TPP,10.000000,0.900000,0.830500
TREX-DA+NN: TOMP,CappedSpread,sd_TPP,10.000000,0.900000,0.121216
TREX-DA+NN: TOMP,CappedSpread,mean_FDP,10.000000,0.900000,0.219776
TREX-DA+NN: TOMP,CappedSpread,sd_FDP,10.000000,0.900000,0.123423
TREX-DA+NN: TOMP,CappedSpread,mean_TPP,15.000000,0.100000,0.972000
TREX-DA+NN: TOMP,CappedSpread,sd_TPP,15.000000,0.100000,0.098817
TREX-DA+NN: TOMP,CappedSpread,mean_FDP,15.000000,0.100000,0.070960
TREX-DA+NN: TOMP,CappedSpread,sd_FDP,15.000000,0.100000,0.060591
TREX-DA+NN: TOMP,CappedSpread,mean_TPP,15.000000,0.300000,0.998500
TREX-DA+NN: TOMP,CappedSpread,sd_TPP,15.000000,0.300000,0.012186
TREX-DA+NN: TOMP,CappedSpread,mean_FDP,15.000000,0.300000,0.089264
TREX-DA+NN: TOMP,CappedSpread,sd_FDP,15.000000,0.300000,0.059280
TREX-DA+NN: TOMP,CappedSpread,mean_TPP,15.000000,0.500000,0.997500
TREX-DA+NN: TOMP,CappedSpread,sd_TPP,15.000000,0.500000,0.018587
TREX-DA+NN: TOMP,CappedSpread,mean_FDP,15.000000,0.500000,0.087568
TREX-DA+NN: TOMP,CappedSpread,sd_FDP,15.000000,0.500000,0.066354
TREX-DA+NN: TOMP,CappedSpread,mean_TPP,15.000000,0.700000,0.976000
TREX-DA+NN: TOMP,CappedSpread,sd_TPP,15.000000,0.700000,0.048329
TREX-DA+NN: TOMP,CappedSpread,mean_FDP,15.000000,0.700000,0.104189
TREX-DA+NN: TOMP,CappedSpread,sd_FDP,15.000000,0.700000,0.068481
TREX-DA+NN: TOMP,CappedSpread,mean_TPP,15.000000,0.800000,0.933500
TREX-DA+NN: TOMP,CappedSpread,sd_TPP,15.000000,0.800000,0.084638
TREX-DA+NN: TOMP,CappedSpread,mean_FDP,15.000000,0.800000,0.133795
TREX-DA+NN: TOMP,CappedSpread,sd_FDP,15.000000,0.800000,0.095932
TREX-DA+NN: TOMP,CappedSpread,mean_TPP,15.000000,0.900000,0.795000
TREX-DA+NN: TOMP,CappedSpread,sd_TPP,15.000000,0.900000,0.124307
TREX-DA+NN: TOMP,CappedSpread,mean_FDP,15.000000,0.900000,0.252860
TREX-DA+NN: TOMP,CappedSpread,sd_FDP,15.000000,0.900000,0.125900
TREX-DA+NN: TOMP,Random,mean_TPP,1.000000,0.100000,0.958000
TREX-DA+NN: TOMP,Random,sd_TPP,1.000000,0.100000,0.104838
TREX-DA+NN: TOMP,Random,mean_FDP,1.000000,0.100000,0.070083
TREX-DA+NN: TOMP,Random,sd_FDP,1.000000,0.100000,0.063142
TREX-DA+NN: TOMP,Random,mean_TPP,1.000000,0.300000,0.992500
TREX-DA+NN: TOMP,Random,sd_TPP,1.000000,0.300000,0.029971
TREX-DA+NN: TOMP,Random,mean_FDP,1.000000,0.300000,0.082802
TREX-DA+NN: TOMP,Random,sd_FDP,1.000000,0.300000,0.057308
TREX-DA+NN: TOMP,Random,mean_TPP,1.000000,0.500000,0.997500
TREX-DA+NN: TOMP,Random,sd_TPP,1.000000,0.500000,0.021118
TREX-DA+NN: TOMP,Random,mean_FDP,1.000000,0.500000,0.086162
TREX-DA+NN: TOMP,Random,sd_FDP,1.000000,0.500000,0.060056
TREX-DA+NN: TOMP,Random,mean_TPP,1.000000,0.700000,0.989500
TREX-DA+NN: TOMP,Random,sd_TPP,1.000000,0.700000,0.044153
TREX-DA+NN: TOMP,Random,mean_FDP,1.000000,0.700000,0.088284
TREX-DA+NN: TOMP,Random,sd_FDP,1.000000,0.700000,0.068266
TREX-DA+NN: TOMP,Random,mean_TPP,1.000000,0.800000,0.987000
TREX-DA+NN: TOMP,Random,sd_TPP,1.000000,0.800000,0.047352
TREX-DA+NN: TOMP,Random,mean_FDP,1.000000,0.800000,0.091009
TREX-DA+NN: TOMP,Random,sd_FDP,1.000000,0.800000,0.069726
TREX-DA+NN: TOMP,Random,mean_TPP,1.000000,0.900000,0.988500
TREX-DA+NN: TOMP,Random,sd_TPP,1.000000,0.900000,0.046134
TREX-DA+NN: TOMP,Random,mean_FDP,1.000000,0.900000,0.093281
TREX-DA+NN: TOMP,Random,sd_FDP,1.000000,0.900000,0.067619
TREX-DA+NN: TOMP,Random,mean_TPP,2.000000,0.100000,0.970000
TREX-DA+NN: TOMP,Random,sd_TPP,2.000000,0.100000,0.092427
TREX-DA+NN: TOMP,Random,mean_FDP,2.000000,0.100000,0.069340
TREX-DA+NN: TOMP,Random,sd_FDP,2.000000,0.100000,0.068214
TREX-DA+NN: TOMP,Random,mean_TPP,2.000000,0.300000,0.995500
TREX-DA+NN: TOMP,Random,sd_TPP,2.000000,0.300000,0.027082
TREX-DA+NN: TOMP,Random,mean_FDP,2.000000,0.300000,0.084789
TREX-DA+NN: TOMP,Random,sd_FDP,2.000000,0.300000,0.065399
TREX-DA+NN: TOMP,Random,mean_TPP,2.000000,0.500000,0.991500
TREX-DA+NN: TOMP,Random,sd_TPP,2.000000,0.500000,0.037211
TREX-DA+NN: TOMP,Random,mean_FDP,2.000000,0.500000,0.090671
TREX-DA+NN: TOMP,Random,sd_FDP,2.000000,0.500000,0.065827
TREX-DA+NN: TOMP,Random,mean_TPP,2.000000,0.700000,0.980000
TREX-DA+NN: TOMP,Random,sd_TPP,2.000000,0.700000,0.055817
TREX-DA+NN: TOMP,Random,mean_FDP,2.000000,0.700000,0.092610
TREX-DA+NN: TOMP,Random,sd_FDP,2.000000,0.700000,0.070149
TREX-DA+NN: TOMP,Random,mean_TPP,2.000000,0.800000,0.975000
TREX-DA+NN: TOMP,Random,sd_TPP,2.000000,0.800000,0.057371
TREX-DA+NN: TOMP,Random,mean_FDP,2.000000,0.800000,0.093744
TREX-DA+NN: TOMP,Random,sd_FDP,2.000000,0.800000,0.070190
TREX-DA+NN: TOMP,Random,mean_TPP,2.000000,0.900000,0.969500
TREX-DA+NN: TOMP,Random,sd_TPP,2.000000,0.900000,0.062765
TREX-DA+NN: TOMP,Random,mean_FDP,2.000000,0.900000,0.097990
TREX-DA+NN: TOMP,Random,sd_FDP,2.000000,0.900000,0.078483
TREX-DA+NN: TOMP,Random,mean_TPP,3.000000,0.100000,0.972000
TREX-DA+NN: TOMP,Random,sd_TPP,3.000000,0.100000,0.079673
TREX-DA+NN: TOMP,Random,mean_FDP,3.000000,0.100000,0.069587
TREX-DA+NN: TOMP,Random,sd_FDP,3.000000,0.100000,0.063419
TREX-DA+NN: TOMP,Random,mean_TPP,3.000000,0.300000,0.996000
TREX-DA+NN: TOMP,Random,sd_TPP,3.000000,0.300000,0.026219
TREX-DA+NN: TOMP,Random,mean_FDP,3.000000,0.300000,0.077130
TREX-DA+NN: TOMP,Random,sd_FDP,3.000000,0.300000,0.059986
TREX-DA+NN: TOMP,Random,mean_TPP,3.000000,0.500000,0.989500
TREX-DA+NN: TOMP,Random,sd_TPP,3.000000,0.500000,0.039338
TREX-DA+NN: TOMP,Random,mean_FDP,3.000000,0.500000,0.084465
TREX-DA+NN: TOMP,Random,sd_FDP,3.000000,0.500000,0.062614
TREX-DA+NN: TOMP,Random,mean_TPP,3.000000,0.700000,0.972000
TREX-DA+NN: TOMP,Random,sd_TPP,3.000000,0.700000,0.059445
TREX-DA+NN: TOMP,Random,mean_FDP,3.000000,0.700000,0.091712
TREX-DA+NN: TOMP,Random,sd_FDP,3.000000,0.700000,0.069083
TREX-DA+NN: TOMP,Random,mean_TPP,3.000000,0.800000,0.954000
TREX-DA+NN: TOMP,Random,sd_TPP,3.000000,0.800000,0.071481
TREX-DA+NN: TOMP,Random,mean_FDP,3.000000,0.800000,0.109375
TREX-DA+NN: TOMP,Random,sd_FDP,3.000000,0.800000,0.072476
TREX-DA+NN: TOMP,Random,mean_TPP,3.000000,0.900000,0.948500
TREX-DA+NN: TOMP,Random,sd_TPP,3.000000,0.900000,0.072276
TREX-DA+NN: TOMP,Random,mean_FDP,3.000000,0.900000,0.121851
TREX-DA+NN: TOMP,Random,sd_FDP,3.000000,0.900000,0.081167
TREX-DA+NN: TOMP,Random,mean_TPP,5.000000,0.100000,0.964000
TREX-DA+NN: TOMP,Random,sd_TPP,5.000000,0.100000,0.090248
TREX-DA+NN: TOMP,Random,mean_FDP,5.000000,0.100000,0.069429
TREX-DA+NN: TOMP,Random,sd_FDP,5.000000,0.100000,0.059182
TREX-DA+NN: TOMP,Random,mean_TPP,5.000000,0.300000,0.991000
TREX-DA+NN: TOMP,Random,sd_TPP,5.000000,0.300000,0.042757
TREX-DA+NN: TOMP,Random,mean_FDP,5.000000,0.300000,0.079679
TREX-DA+NN: TOMP,Random,sd_FDP,5.000000,0.300000,0.061568
TREX-DA+NN: TOMP,Random,mean_TPP,5.000000,0.500000,0.992500
TREX-DA+NN: TOMP,Random,sd_TPP,5.000000,0.500000,0.034637
TREX-DA+NN: TOMP,Random,mean_FDP,5.000000,0.500000,0.075471
TREX-DA+NN: TOMP,Random,sd_FDP,5.000000,0.500000,0.056846
TREX-DA+NN: TOMP,Random,mean_TPP,5.000000,0.700000,0.963500
TREX-DA+NN: TOMP,Random,sd_TPP,5.000000,0.700000,0.063545
TREX-DA+NN: TOMP,Random,mean_FDP,5.000000,0.700000,0.096681
TREX-DA+NN: TOMP,Random,sd_FDP,5.000000,0.700000,0.069253
TREX-DA+NN: TOMP,Random,mean_TPP,5.000000,0.800000,0.935000
TREX-DA+NN: TOMP,Random,sd_TPP,5.000000,0.800000,0.084918
TREX-DA+NN: TOMP,Random,mean_FDP,5.000000,0.800000,0.119983
TREX-DA+NN: TOMP,Random,sd_FDP,5.000000,0.800000,0.094861
TREX-DA+NN: TOMP,Random,mean_TPP,5.000000,0.900000,0.885000
TREX-DA+NN: TOMP,Random,sd_TPP,5.000000,0.900000,0.112866
TREX-DA+NN: TOMP,Random,mean_FDP,5.000000,0.900000,0.156433
TREX-DA+NN: TOMP,Random,sd_FDP,5.000000,0.900000,0.112291
TREX-DA+NN: TOMP,Random,mean_TPP,7.000000,0.100000,0.970500
TREX-DA+NN: TOMP,Random,sd_TPP,7.000000,0.100000,0.087854
TREX-DA+NN: TOMP,Random,mean_FDP,7.000000,0.100000,0.073664
TREX-DA+NN: TOMP,Random,sd_FDP,7.000000,0.100000,0.067427
TREX-DA+NN: TOMP,Random,mean_TPP,7.000000,0.300000,0.995500
TREX-DA+NN: TOMP,Random,sd_TPP,7.000000,0.300000,0.027082
TREX-DA+NN: TOMP,Random,mean_FDP,7.000000,0.300000,0.086121
TREX-DA+NN: TOMP,Random,sd_FDP,7.000000,0.300000,0.068144
TREX-DA+NN: TOMP,Random,mean_TPP,7.000000,0.500000,0.991000
TREX-DA+NN: TOMP,Random,sd_TPP,7.000000,0.500000,0.043916
TREX-DA+NN: TOMP,Random,mean_FDP,7.000000,0.500000,0.085502
TREX-DA+NN: TOMP,Random,sd_FDP,7.000000,0.500000,0.064208
TREX-DA+NN: TOMP,Random,mean_TPP,7.000000,0.700000,0.968000
TREX-DA+NN: TOMP,Random,sd_TPP,7.000000,0.700000,0.062414
TREX-DA+NN: TOMP,Random,mean_FDP,7.000000,0.700000,0.090472
TREX-DA+NN: TOMP,Random,sd_FDP,7.000000,0.700000,0.072337
TREX-DA+NN: TOMP,Random,mean_TPP,7.000000,0.800000,0.917500
TREX-DA+NN: TOMP,Random,sd_TPP,7.000000,0.800000,0.101959
TREX-DA+NN: TOMP,Random,mean_FDP,7.000000,0.800000,0.128740
TREX-DA+NN: TOMP,Random,sd_FDP,7.000000,0.800000,0.093554
TREX-DA+NN: TOMP,Random,mean_TPP,7.000000,0.900000,0.826500
TREX-DA+NN: TOMP,Random,sd_TPP,7.000000,0.900000,0.139445
TREX-DA+NN: TOMP,Random,mean_FDP,7.000000,0.900000,0.206733
TREX-DA+NN: TOMP,Random,sd_FDP,7.000000,0.900000,0.130203
TREX-DA+NN: TOMP,Random,mean_TPP,10.000000,0.100000,0.980500
TREX-DA+NN: TOMP,Random,sd_TPP,10.000000,0.100000,0.065507
TREX-DA+NN: TOMP,Random,mean_FDP,10.000000,0.100000,0.068802
TREX-DA+NN: TOMP,Random,sd_FDP,10.000000,0.100000,0.066665
TREX-DA+NN: TOMP,Random,mean_TPP,10.000000,0.300000,0.996500
TREX-DA+NN: TOMP,Random,sd_TPP,10.000000,0.300000,0.023248
TREX-DA+NN: TOMP,Random,mean_FDP,10.000000,0.300000,0.081606
TREX-DA+NN: TOMP,Random,sd_FDP,10.000000,0.300000,0.066617
TREX-DA+NN: TOMP,Random,mean_TPP,10.000000,0.500000,0.991500
TREX-DA+NN: TOMP,Random,sd_TPP,10.000000,0.500000,0.034404
TREX-DA+NN: TOMP,Random,mean_FDP,10.000000,0.500000,0.079473
TREX-DA+NN: TOMP,Random,sd_FDP,10.000000,0.500000,0.068336
TREX-DA+NN: TOMP,Random,mean_TPP,10.000000,0.700000,0.967000
TREX-DA+NN: TOMP,Random,sd_TPP,10.000000,0.700000,0.063491
TREX-DA+NN: TOMP,Random,mean_FDP,10.000000,0.700000,0.095447
TREX-DA+NN: TOMP,Random,sd_FDP,10.000000,0.700000,0.075095
TREX-DA+NN: TOMP,Random,mean_TPP,10.000000,0.800000,0.901000
TREX-DA+NN: TOMP,Random,sd_TPP,10.000000,0.800000,0.104179
TREX-DA+NN: TOMP,Random,mean_FDP,10.000000,0.800000,0.146868
TREX-DA+NN: TOMP,Random,sd_FDP,10.000000,0.800000,0.108482
TREX-DA+NN: TOMP,Random,mean_TPP,10.000000,0.900000,0.791500
TREX-DA+NN: TOMP,Random,sd_TPP,10.000000,0.900000,0.134418
TREX-DA+NN: TOMP,Random,mean_FDP,10.000000,0.900000,0.232304
TREX-DA+NN: TOMP,Random,sd_FDP,10.000000,0.900000,0.129379
TREX-DA+NN: TOMP,Random,mean_TPP,15.000000,0.100000,0.959000
TREX-DA+NN: TOMP,Random,sd_TPP,15.000000,0.100000,0.103307
TREX-DA+NN: TOMP,Random,mean_FDP,15.000000,0.100000,0.070487
TREX-DA+NN: TOMP,Random,sd_FDP,15.000000,0.100000,0.067780
TREX-DA+NN: TOMP,Random,mean_TPP,15.000000,0.300000,0.996000
TREX-DA+NN: TOMP,Random,sd_TPP,15.000000,0.300000,0.024227
TREX-DA+NN: TOMP,Random,mean_FDP,15.000000,0.300000,0.085111
TREX-DA+NN: TOMP,Random,sd_FDP,15.000000,0.300000,0.061866
TREX-DA+NN: TOMP,Random,mean_TPP,15.000000,0.500000,0.990500
TREX-DA+NN: TOMP,Random,sd_TPP,15.000000,0.500000,0.036967
