solver,metric,M,value
TREX-DA: TOMP,Avg_L,5.000000,1.165000
TREX-DA: TOMP,Avg_T,5.000000,6.690000
TREX-DA: TOMP,FDR,10.000000,0.187101
TREX-DA: TOMP,sd_FDR,10.000000,0.188430
TREX-DA: TOMP,TPR,10.000000,0.581000
TREX-DA: TOMP,sd_TPR,10.000000,0.293376
TREX-DA: TOMP,Avg_L,10.000000,1.580000
TREX-DA: TOMP,Avg_T,10.000000,6.760000
TREX-DA: TOMP,FDR,15.000000,0.205567
TREX-DA: TOMP,sd_FDR,15.000000,0.272208
TREX-DA: TOMP,TPR,15.000000,0.216667
TREX-DA: TOMP,sd_TPR,15.000000,0.180297
TREX-DA: TOMP,Avg_L,15.000000,2.320000
TREX-DA: TOMP,Avg_T,15.000000,6.775000
TREX-DA: TOMP,FDR,20.000000,0.245357
TREX-DA: TOMP,sd_FDR,20.000000,0.318640
TREX-DA: TOMP,TPR,20.000000,0.074250
TREX-DA: TOMP,sd_TPR,20.000000,0.080821
TREX-DA: TOMP,Avg_L,20.000000,2.765000
TREX-DA: TOMP,Avg_T,20.000000,7.165000
TREX-DA: TOMP,FDR,30.000000,0.180607
TREX-DA: TOMP,sd_FDR,30.000000,0.324783
TREX-DA: TOMP,TPR,30.000000,0.025833
TREX-DA: TOMP,sd_TPR,30.000000,0.032816
TREX-DA: TOMP,Avg_L,30.000000,3.055000
TREX-DA: TOMP,Avg_T,30.000000,7.050000
