"rho_level","rho","cut_height","var","group_size","group_members"
16,0.752770266967885,0.247229733032115,4,1,"4"
16,0.752770266967885,0.247229733032115,5,3,"5|6|7"
16,0.752770266967885,0.247229733032115,6,3,"5|6|7"
16,0.752770266967885,0.247229733032115,7,3,"5|6|7"
16,0.752770266967885,0.247229733032115,8,2,"8|9"
16,0.752770266967885,0.247229733032115,9,2,"8|9"
16,0.752770266967885,0.247229733032115,10,1,"10"
16,0.752770266967885,0.247229733032115,11,1,"11"
16,0.752770266967885,0.247229733032115,12,1,"12"
16,0.752770266967885,0.247229733032115,13,1,"13"
16,0.752770266967885,0.247229733032115,14,1,"14"
16,0.752770266967885,0.247229733032115,15,1,"15"
16,0.752770266967885,0.247229733032115,16,1,"16"
16,0.752770266967885,0.247229733032115,17,1,"17"
16,0.752770266967885,0.247229733032115,18,1,"18"
16,0.752770266967885,0.247229733032115,19,1,"19"
16,0.752770266967885,0.247229733032115,20,1,"20"
16,0.752770266967885,0.247229733032115,21,2,"21|22"
16,0.752770266967885,0.247229733032115,22,2,"21|22"
16,0.752770266967885,0.247229733032115,23,1,"23"
16,0.752770266967885,0.247229733032115,24,1,"24"
17,0.755072667904441,0.244927332095559,0,1,"0"
17,0.755072667904441,0.244927332095559,1,1,"1"
17,0.755072667904441,0.244927332095559,2,1,"2"
17,0.755072667904441,0.244927332095559,3,1,"3"
17,0.755072667904441,0.244927332095559,4,1,"4"
17,0.755072667904441,0.244927332095559,5,2,"5|6"
17,0.755072667904441,0.244927332095559,6,2,"5|6"
17,0.755072667904441,0.244927332095559,7,1,"7"
17,0.755072667904441,0.244927332095559,8,2,"8|9"
17,0.755072667904441,0.244927332095559,9,2,"8|9"
17,0.755072667904441,0.244927332095559,10,1,"10"
17,0.755072667904441,0.244927332095559,11,1,"11"
17,0.755072667904441,0.244927332095559,12,1,"12"
17,0.755072667904441,0.244927332095559,13,1,"13"
17,0.755072667904441,0.244927332095559,14,1,"14"
17,0.755072667904441,0.244927332095559,15,1,"15"
17,0.755072667904441,0.244927332095559,16,1,"16"
17,0.755072667904441,0.244927332095559,17,1,"17"
17,0.755072667904441,0.244927332095559,18,1,"18"
17,0.755072667904441,0.244927332095559,19,1,"19"
17,0.755072667904441,0.244927332095559,20,1,"20"
17,0.755072667904441,0.244927332095559,21,2,"21|22"
17,0.755072667904441,0.244927332095559,22,2,"21|22"
17,0.755072667904441,0.244927332095559,23,1,"23"
17,0.755072667904441,0.244927332095559,24,1,"24"
18,0.769450363238085,0.230549636761915,0,1,"0"
18,0.769450363238085,0.230549636761915,1,1,"1"
18,0.769450363238085,0.230549636761915,2,1,"2"
18,0.769450363238085,0.230549636761915,3,1,"3"
18,0.769450363238085,0.230549636761915,4,1,"4"
18,0.769450363238085,0.230549636761915,5,2,"5|6"
18,0.769450363238085,0.230549636761915,6,2,"5|6"
18,0.769450363238085,0.230549636761915,7,1,"7"
18,0.769450363238085,0.230549636761915,8,1,"8"
18,0.769450363238085,0.230549636761915,9,1,"9"
18,0.769450363238085,0.230549636761915,10,1,"10"
18,0.769450363238085,0.230549636761915,11,1,"11"
18,0.769450363238085,0.230549636761915,12,1,"12"
18,0.769450363238085,0.230549636761915,13,1,"13"
18,0.769450363238085,0.230549636761915,14,1,"14"
18,0.769450363238085,0.230549636761915,15,1,"15"
18,0.769450363238085,0.230549636761915,16,1,"16"
18,0.769450363238085,0.230549636761915,17,1,"17"
18,0.769450363238085,0.230549636761915,18,1,"18"
18,0.769450363238085,0.230549636761915,19,1,"19"
18,0.769450363238085,0.230549636761915,20,1,"20"
18,0.769450363238085,0.230549636761915,21,1,"21"
18,0.769450363238085,0.230549636761915,22,1,"22"
18,0.769450363238085,0.230549636761915,23,1,"23"
18,0.769450363238085,0.230549636761915,24,1,"24"
19,1,0,0,1,"0"
19,1,0,1,1,"1"
19,1,0,2,1,"2"
19,1,0,3,1,"3"
19,1,0,4,1,"4"
19,1,0,5,1,"5"
19,1,0,6,1,"6"
19,1,0,7,1,"7"
19,1,0,8,1,"8"
19,1,0,9,1,"9"
19,1,0,10,1,"10"
19,1,0,11,1,"11"
19,1,0,12,1,"12"
19,1,0,13,1,"13"
19,1,0,14,1,"14"
19,1,0,15,1,"15"
19,1,0,16,1,"16"
19,1,0,17,1,"17"
19,1,0,18,1,"18"
19,1,0,19,1,"19"
19,1,0,20,1,"20"
19,1,0,21,1,"21"
19,1,0,22,1,"22"
19,1,0,23,1,"23"
19,1,0,24,1,"24"
